,,,,Nation,Pos,Age,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ESP-La Liga,2122,Espanyol,Luca Koleosho,USA,FW,16.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Espanyol,Manu Morlanes,ESP,MF,22.0,27,11,1144.0,12.7,2.0,0.0,2.0,0.0,0.0,6.0,1.0,0.16,0.0,0.16,0.16,0.16,0.8,0.8,0.3,1.1,0.06,0.02,0.08,0.06,0.08
ESP-La Liga,2122,Espanyol,Miguel Juan Llambrich,ESP,DF,25.0,2,1,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Espanyol,Nico Ribaudo,ESP,"MF,FW",20.0,31,7,1116.0,12.4,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.16,0.0,0.16,0.16,0.16,1.0,1.0,1.3,2.2,0.08,0.1,0.18,0.08,0.18
ESP-La Liga,2122,Espanyol,Oier Olazábal,ESP,GK,31.0,2,1,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Espanyol,Opponent Total,,,27.5,38,418,3420.0,38.0,52.0,39.0,48.0,4.0,5.0,120.0,7.0,1.37,1.03,2.39,1.26,2.29,52.1,48.3,35.9,84.2,1.37,0.94,2.32,1.27,2.22
ESP-La Liga,2122,Espanyol,Pedrosa,ESP,DF,23.0,31,31,2720.0,30.2,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.03,0.03,0.07,0.03,0.07,1.2,1.2,1.8,2.9,0.04,0.06,0.1,0.04,0.1
ESP-La Liga,2122,Espanyol,Raúl de Tomás,ESP,FW,26.0,34,33,2914.0,32.4,17.0,3.0,12.0,5.0,5.0,7.0,2.0,0.53,0.09,0.62,0.37,0.46,14.6,10.8,1.7,12.5,0.45,0.05,0.5,0.33,0.39
ESP-La Liga,2122,Espanyol,Roger Martínez,ESP,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Espanyol,Rubén,ESP,DF,20.0,4,1,150.0,1.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,0.0,0.5,0.5,0.01,0.27,0.28,0.01,0.28
ESP-La Liga,2122,Espanyol,Sergi Darder,ESP,MF,27.0,36,36,3125.0,34.7,3.0,9.0,3.0,0.0,0.0,4.0,0.0,0.09,0.26,0.35,0.09,0.35,2.8,2.8,4.9,7.8,0.08,0.14,0.22,0.08,0.22
ESP-La Liga,2122,Espanyol,Sergi Gómez,ESP,DF,29.0,31,31,2720.0,30.2,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.03,0.07,0.1,0.03,0.1,0.9,0.9,0.8,1.7,0.03,0.02,0.05,0.03,0.05
ESP-La Liga,2122,Espanyol,Squad Total,,,27.6,38,418,3420.0,38.0,39.0,25.0,34.0,5.0,5.0,99.0,7.0,1.03,0.66,1.68,0.89,1.55,37.8,34.1,26.1,60.1,0.99,0.69,1.68,0.9,1.58
ESP-La Liga,2122,Espanyol,Tonny Vilhena,NED,"MF,FW",26.0,17,13,928.0,10.3,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.1,0.1,0.19,0.1,0.19,1.0,1.0,0.9,1.9,0.1,0.09,0.18,0.1,0.18
ESP-La Liga,2122,Espanyol,Victor Perea,ESP,DF,21.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Espanyol,Wu Lei,CHN,"FW,MF",29.0,23,4,474.0,5.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,0.7,0.7,1.0,1.7,0.14,0.18,0.33,0.14,0.33
ESP-La Liga,2122,Espanyol,Yangel Herrera,VEN,MF,23.0,23,19,1645.0,18.3,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.05,0.05,0.11,0.05,0.11,1.0,1.0,0.8,1.8,0.06,0.04,0.1,0.06,0.1
ESP-La Liga,2122,Espanyol,Álvaro García,ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Espanyol,Álvaro Vadillo,ESP,"MF,DF",26.0,3,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Espanyol,Óscar Gil,ESP,DF,23.0,22,20,1688.0,18.8,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.11,0.11,0.0,0.11,0.3,0.3,2.5,2.8,0.01,0.14,0.15,0.01,0.15
ESP-La Liga,2122,Espanyol,Óscar Melendo,ESP,"MF,FW",23.0,21,14,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.1,1.8,0.06,0.1,0.16,0.06,0.16
ESP-La Liga,2122,Getafe,Allan Nyom,CMR,DF,33.0,5,3,244.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.04
ESP-La Liga,2122,Getafe,Borja Mayoral,ESP,FW,24.0,18,11,1044.0,11.6,6.0,1.0,5.0,1.0,1.0,3.0,0.0,0.52,0.09,0.6,0.43,0.52,2.7,2.0,1.1,3.1,0.23,0.1,0.33,0.17,0.27
ESP-La Liga,2122,Getafe,Carles Aleñá,ESP,MF,23.0,33,30,2320.0,25.8,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.04,0.08,0.12,0.04,0.12,2.0,2.0,1.6,3.6,0.08,0.06,0.14,0.08,0.14
ESP-La Liga,2122,Getafe,Chema,ESP,MF,29.0,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08
ESP-La Liga,2122,Getafe,Chinchu,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Getafe,Damián Suárez,URU,DF,33.0,35,31,2711.0,30.1,0.0,3.0,0.0,0.0,0.0,13.0,0.0,0.0,0.1,0.1,0.0,0.1,0.5,0.5,2.9,3.4,0.02,0.1,0.11,0.02,0.11
ESP-La Liga,2122,Getafe,Darío Poveda,ESP,"FW,MF",24.0,15,3,380.0,4.2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,0.2,0.2,0.1,0.3,0.04,0.03,0.07,0.04,0.07
ESP-La Liga,2122,Getafe,David Soria,ESP,GK,28.0,38,38,3414.0,37.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Getafe,David Timor,ESP,MF,31.0,7,3,341.0,3.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.06,0.0,0.06,0.06,0.06
ESP-La Liga,2122,Getafe,Diego Conde,ESP,GK,22.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Getafe,Diego López,ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Getafe,Djené,TOG,DF,29.0,35,35,3115.0,34.6,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.03,0.03,0.0,0.03,0.1,0.1,0.3,0.4,0.0,0.01,0.01,0.0,0.01
ESP-La Liga,2122,Getafe,Emmanuel Amankwaa Akurugu,GHA,DF,19.0,3,1,79.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,0.0,1.14,0.0,0.0,0.0,0.1,0.04,0.05,0.08,0.04,0.08
ESP-La Liga,2122,Getafe,Enes Ünal,TUR,FW,24.0,37,33,2798.0,31.1,16.0,1.0,14.0,2.0,4.0,8.0,0.0,0.51,0.03,0.55,0.45,0.48,10.2,7.1,1.8,9.0,0.33,0.06,0.39,0.23,0.29
ESP-La Liga,2122,Getafe,Erick Cabaco,URU,DF,26.0,10,5,403.0,4.5,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.22,0.22,0.0,0.22,0.4,0.4,0.4,0.8,0.09,0.08,0.17,0.09,0.17
ESP-La Liga,2122,Getafe,Florentino Luís,POR,MF,21.0,22,9,992.0,11.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.3,0.3,0.01,0.03,0.03,0.01,0.03
ESP-La Liga,2122,Getafe,Gastón Álvarez,URU,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Getafe,Gonzalo Villar,ESP,MF,23.0,10,2,298.0,3.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.3,0.4,0.7,0.08,0.12,0.2,0.08,0.2
ESP-La Liga,2122,Getafe,Hugo Duro,ESP,"DF,MF",21.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.84,0.0,0.84,0.84,0.84
ESP-La Liga,2122,Getafe,Iglesias,ESP,DF,23.0,20,7,719.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13,0.13,0.0,0.13,0.1,0.1,1.0,1.1,0.01,0.13,0.14,0.01,0.14
ESP-La Liga,2122,Getafe,Ignasi Miquel,ESP,DF,28.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Getafe,Jaime Mata,ESP,FW,32.0,22,4,672.0,7.5,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.13,0.0,0.13,0.13,0.13,1.5,1.5,0.4,1.9,0.2,0.06,0.25,0.2,0.25
ESP-La Liga,2122,Getafe,Jakub Jankto,CZE,"DF,MF",25.0,14,6,587.0,6.5,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.31,0.31,0.0,0.31,0.2,0.2,1.0,1.2,0.03,0.15,0.18,0.03,0.18
ESP-La Liga,2122,Getafe,John Joe,IRL,MF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Getafe,Jonathan Silva,ARG,"DF,MF",27.0,9,1,226.0,2.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05
ESP-La Liga,2122,Getafe,Jorge Cuenca,ESP,DF,21.0,32,31,2683.0,29.8,1.0,0.0,1.0,0.0,0.0,6.0,2.0,0.03,0.0,0.03,0.03,0.03,0.7,0.7,0.1,0.8,0.02,0.0,0.03,0.02,0.03
ESP-La Liga,2122,Getafe,José Juan Macías,MEX,"FW,MF",21.0,7,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.09,0.0,0.09,0.09,0.09
ESP-La Liga,2122,Getafe,Marc Cucurella,ESP,"FW,DF",23.0,1,0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.22,0.23,0.45,0.22,0.45
ESP-La Liga,2122,Getafe,Mathías Olivera,URU,DF,23.0,32,32,2803.0,31.1,1.0,3.0,1.0,0.0,0.0,10.0,0.0,0.03,0.1,0.13,0.03,0.13,2.8,2.3,2.8,5.1,0.09,0.09,0.18,0.07,0.16
ESP-La Liga,2122,Getafe,Mauro Arambarri,URU,MF,25.0,31,31,2663.0,29.6,0.0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.17,0.17,0.0,0.17,1.1,1.1,1.9,3.0,0.04,0.06,0.1,0.04,0.1
ESP-La Liga,2122,Getafe,Nemanja Maksimović,SRB,MF,26.0,35,34,2936.0,32.6,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.03,0.06,0.09,0.03,0.09,2.5,2.5,0.7,3.2,0.08,0.02,0.1,0.08,0.1
ESP-La Liga,2122,Getafe,Okay Yokuşlu,TUR,"DF,MF",27.0,11,5,465.0,5.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.0,0.03,0.03,0.03
ESP-La Liga,2122,Getafe,Opponent Total,,,27.8,38,418,3420.0,38.0,40.0,30.0,38.0,2.0,4.0,110.0,4.0,1.05,0.79,1.84,1.0,1.79,39.1,36.1,26.5,62.6,1.03,0.7,1.73,0.95,1.65
ESP-La Liga,2122,Getafe,Rubén Yáñez,ESP,GK,27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Getafe,Sandro Ramírez,ESP,FW,26.0,29,19,1462.0,16.2,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.18,0.0,0.18,0.18,0.18,2.8,2.8,0.8,3.6,0.17,0.05,0.22,0.17,0.22
ESP-La Liga,2122,Getafe,Squad Total,,,26.6,38,418,3420.0,38.0,32.0,26.0,29.0,3.0,5.0,121.0,8.0,0.84,0.68,1.53,0.76,1.45,29.5,25.7,19.7,45.4,0.78,0.52,1.3,0.68,1.19
ESP-La Liga,2122,Getafe,Stefan Mitrović,SRB,DF,31.0,32,31,2667.0,29.6,1.0,0.0,1.0,0.0,0.0,8.0,1.0,0.03,0.0,0.03,0.03,0.03,0.2,0.2,0.0,0.2,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2122,Getafe,Vitolo,ESP,"MF,FW",31.0,7,1,221.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.02,0.06,0.07,0.02,0.07
ESP-La Liga,2122,Getafe,Ángel Algobia,ESP,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",23.0,18,9,943.0,10.5,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.1,0.1,0.0,0.1,1.1,1.1,1.5,2.6,0.1,0.14,0.24,0.1,0.24
ESP-La Liga,2122,Granada,Aarón Escandell,ESP,GK,25.0,4,3,284.0,3.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Granada,Adrián Butzke,ESP,FW,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Granada,Alberto Soro,ESP,"MF,FW",22.0,16,7,578.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.1,0.09,0.19,0.1,0.19
ESP-La Liga,2122,Granada,Antonio Puertas,ESP,"MF,FW",29.0,33,25,2261.0,25.1,6.0,1.0,6.0,0.0,0.0,4.0,0.0,0.24,0.04,0.28,0.24,0.28,3.6,3.6,0.9,4.5,0.14,0.04,0.18,0.14,0.18
ESP-La Liga,2122,Granada,Barcia,ESP,DF,20.0,1,1,75.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Granada,Brau,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Granada,Bryan Zaragoza,,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Granada,Carlos Bacca,COL,FW,34.0,17,4,513.0,5.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.18,0.18,0.0,0.18,0.8,0.8,0.5,1.2,0.13,0.09,0.22,0.13,0.22
ESP-La Liga,2122,Granada,Carlos Neva,ESP,DF,25.0,26,24,2108.0,23.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.3,2.2,0.04,0.05,0.09,0.04,0.09
ESP-La Liga,2122,Granada,Cheikh Kané Sarr,SEN,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Granada,Dani Raba,ESP,"MF,FW",25.0,2,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Granada,Darwin Machís,VEN,"MF,FW",28.0,25,16,1376.0,15.3,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.26,0.13,0.39,0.26,0.39,1.7,1.7,2.6,4.4,0.11,0.17,0.29,0.11,0.29
ESP-La Liga,2122,Granada,Dimitri Foulquier,FRA,DF,28.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ESP-La Liga,2122,Granada,Domingos Duarte,POR,DF,26.0,21,19,1687.0,18.7,1.0,0.0,1.0,0.0,0.0,7.0,1.0,0.05,0.0,0.05,0.05,0.05,0.7,0.7,0.0,0.7,0.04,0.0,0.04,0.04,0.04
ESP-La Liga,2122,Granada,Germán Sánchez,ESP,DF,34.0,32,25,2299.0,25.5,2.0,1.0,2.0,0.0,0.0,11.0,1.0,0.08,0.04,0.12,0.08,0.12,1.3,1.3,0.2,1.6,0.05,0.01,0.06,0.05,0.06
ESP-La Liga,2122,Granada,Isma Ruiz,ESP,MF,20.0,8,3,283.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.03,0.05,0.08,0.03,0.08
ESP-La Liga,2122,Granada,Jorge Molina,ESP,FW,39.0,35,19,1966.0,21.8,10.0,5.0,10.0,0.0,1.0,2.0,0.0,0.46,0.23,0.69,0.46,0.69,6.1,5.3,3.1,8.4,0.28,0.14,0.42,0.24,0.39
ESP-La Liga,2122,Granada,Luis Abram,PER,DF,25.0,8,6,560.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.08,0.0,0.08,0.08,0.08
ESP-La Liga,2122,Granada,Luis Javier Suárez,COL,FW,23.0,37,34,2844.0,31.6,8.0,4.0,8.0,0.0,1.0,6.0,0.0,0.25,0.13,0.38,0.25,0.38,10.8,10.1,2.5,12.5,0.34,0.08,0.42,0.32,0.4
ESP-La Liga,2122,Granada,Luis Milla,ESP,MF,26.0,34,33,2773.0,30.8,3.0,3.0,0.0,3.0,3.0,4.0,0.0,0.1,0.1,0.19,0.0,0.1,3.6,1.3,4.1,5.4,0.12,0.13,0.25,0.04,0.17
ESP-La Liga,2122,Granada,Luís Maximiano,POR,GK,22.0,35,35,3136.0,34.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Granada,Matias Arezo,URU,FW,18.0,8,1,162.0,1.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,1.3,0.54,0.18,0.72,0.54,0.72
ESP-La Liga,2122,Granada,Maxime Gonalons,FRA,MF,32.0,25,20,1550.0,17.2,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.12,0.12,0.0,0.12,0.4,0.4,0.8,1.3,0.02,0.05,0.07,0.02,0.07
ESP-La Liga,2122,Granada,Monchu,ESP,MF,21.0,14,7,668.0,7.4,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,0.06,0.03,0.09,0.06,0.09
ESP-La Liga,2122,Granada,Myrto Uzuni,ALB,"MF,FW",26.0,15,9,856.0,9.5,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.11,0.11,0.21,0.11,0.21,1.5,1.5,1.0,2.5,0.16,0.1,0.26,0.16,0.26
ESP-La Liga,2122,Granada,Njegoš Petrović,SRB,MF,22.0,15,10,918.0,10.2,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.1,0.0,0.1,1.1,1.1,0.2,1.3,0.11,0.02,0.13,0.11,0.13
ESP-La Liga,2122,Granada,Opponent Total,,,27.6,38,418,3420.0,38.0,59.0,46.0,52.0,7.0,9.0,101.0,9.0,1.55,1.21,2.76,1.37,2.58,61.4,55.0,42.0,97.0,1.62,1.11,2.72,1.45,2.55
ESP-La Liga,2122,Granada,Pepe,ESP,DF,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Granada,Quini,ESP,DF,31.0,32,27,2304.0,25.6,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.04,0.04,0.0,0.04,0.5,0.5,1.3,1.9,0.02,0.05,0.07,0.02,0.07
ESP-La Liga,2122,Granada,Raúl Torrente,ESP,DF,19.0,18,15,1282.0,14.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.8,1.2,0.02,0.06,0.08,0.02,0.08
ESP-La Liga,2122,Granada,Rubén Rochina,ESP,"MF,FW",30.0,15,8,743.0,8.3,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.12,0.36,0.48,0.12,0.48,0.6,0.6,0.7,1.3,0.07,0.08,0.16,0.07,0.16
ESP-La Liga,2122,Granada,Santiago Arias,COL,DF,29.0,12,4,440.0,4.9,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,0.6,0.6,0.4,1.0,0.13,0.08,0.21,0.13,0.21
ESP-La Liga,2122,Granada,Sergio Escudero,ESP,"DF,MF",31.0,27,15,1434.0,15.9,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.13,0.06,0.19,0.13,0.19,1.5,1.5,1.1,2.6,0.09,0.07,0.16,0.09,0.16
ESP-La Liga,2122,Granada,Squad Total,,,28.1,38,418,3420.0,38.0,43.0,28.0,40.0,3.0,5.0,105.0,4.0,1.13,0.74,1.87,1.05,1.79,41.3,37.5,25.8,63.3,1.09,0.68,1.77,0.99,1.67
ESP-La Liga,2122,Granada,Víctor Díaz,ESP,DF,33.0,22,18,1500.0,16.7,1.0,0.0,1.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,1.1,1.1,0.2,1.3,0.07,0.01,0.08,0.07,0.08
ESP-La Liga,2122,Granada,Yan Brice Eteki,CMR,MF,23.0,12,2,343.0,3.8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
ESP-La Liga,2122,Granada,Álex Collado,ESP,"MF,FW",22.0,17,13,1020.0,11.3,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.18,0.09,0.26,0.18,0.26,0.8,0.8,1.2,2.0,0.07,0.11,0.18,0.07,0.18
ESP-La Liga,2122,Granada,Ángel,ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Granada,Ángel Montoro,ESP,MF,33.0,24,13,1331.0,14.8,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.07,0.07,0.14,0.07,0.14,1.2,1.2,1.6,2.7,0.08,0.11,0.19,0.08,0.19
ESP-La Liga,2122,Levante,Aitor Fernández,ESP,GK,30.0,13,13,1166.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Levante,Alejandro Blesa,ESP,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Alejandro Primo,ESP,GK,17.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Levante,Antonio Leal,ESP,DF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Carlos Benitez,ESP,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Carlos Clerc,ESP,DF,29.0,19,18,1514.0,16.8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,0.01,0.04,0.06,0.01,0.06
ESP-La Liga,2122,Levante,Carlos Giménez,ESP,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Levante,Coke,ESP,DF,34.0,6,1,118.0,1.3,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.76,0.0,0.76,0.76,0.76,0.4,0.4,0.1,0.4,0.27,0.05,0.33,0.27,0.33
ESP-La Liga,2122,Levante,Cárdenas,ESP,GK,24.0,24,24,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Levante,Dani Gómez,ESP,FW,23.0,28,11,1063.0,11.8,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.34,0.17,0.51,0.34,0.51,5.0,5.0,2.2,7.1,0.42,0.18,0.6,0.42,0.6
ESP-La Liga,2122,Levante,Enis Bardhi,MKD,"MF,FW",26.0,30,17,1701.0,18.9,3.0,3.0,1.0,2.0,2.0,3.0,0.0,0.16,0.16,0.32,0.05,0.21,3.8,2.3,3.3,5.6,0.2,0.18,0.38,0.12,0.3
ESP-La Liga,2122,Levante,Enric Franquesa,ESP,DF,24.0,16,6,625.0,6.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.02,0.03,0.0,0.03
ESP-La Liga,2122,Levante,Giorgi Kochorashvili,GEO,MF,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
