,,,,Nation,Pos,Age,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving
ESP-La Liga,2122,Osasuna,Darko Brašanac,SRB,MF,29.0,26.7,1166,36,171,576,482,95,1123,14,24,58.3,17,1,688,3168,1740,96,39,10,42,31,1055,756,71.7,166
ESP-La Liga,2122,Osasuna,David García,ESP,DF,27.0,34.5,1793,246,837,965,84,53,1757,3,3,100.0,3,0,894,4891,2646,78,4,0,8,3,987,966,97.9,6
ESP-La Liga,2122,Osasuna,Ezequiel Ávila,ARG,"FW,MF",27.0,20.8,804,17,90,360,404,57,776,12,31,38.7,18,4,462,2530,1235,69,25,7,40,31,933,562,60.2,106
ESP-La Liga,2122,Osasuna,Iker Benito,ESP,"MF,FW",18.0,1.3,55,1,10,28,22,1,55,1,5,20.0,1,0,40,214,129,5,2,0,5,4,41,37,90.2,8
ESP-La Liga,2122,Osasuna,Iñigo Pérez,ESP,MF,33.0,3.8,173,4,22,85,75,3,152,0,2,0.0,1,0,108,450,265,11,3,0,3,4,156,120,76.9,10
ESP-La Liga,2122,Osasuna,Jaume Grau,ESP,MF,24.0,0.0,4,0,1,3,0,0,4,0,0,,0,0,4,17,10,1,0,0,0,0,4,3,75.0,0
ESP-La Liga,2122,Osasuna,Javi Martínez,ESP,MF,21.0,9.8,514,16,95,246,195,27,499,8,15,53.3,8,1,346,1660,841,39,9,9,19,15,425,336,79.1,31
ESP-La Liga,2122,Osasuna,Javier Ontiveros,ESP,"MF,FW",23.0,0.4,38,1,4,20,17,2,37,2,2,100.0,2,0,32,231,128,7,1,1,0,2,36,31,86.1,0
ESP-La Liga,2122,Osasuna,Jesús Areso,ESP,DF,22.0,2.1,94,6,26,47,26,1,61,0,2,0.0,0,0,32,202,110,4,1,0,2,3,39,28,71.8,3
ESP-La Liga,2122,Osasuna,Jon Moncayola,ESP,MF,23.0,32.4,1655,74,341,961,431,32,1562,11,17,64.7,11,0,951,3667,1710,67,21,2,24,20,1259,1091,86.7,79
ESP-La Liga,2122,Osasuna,Jonás Ramalho,ESP,DF,28.0,2.7,163,11,52,92,25,0,142,0,2,0.0,0,1,87,386,162,10,1,0,3,1,97,89,91.8,2
ESP-La Liga,2122,Osasuna,José Ángel,ESP,DF,31.0,12.0,908,33,205,514,248,7,762,13,24,54.2,14,2,558,2754,1299,65,21,0,5,16,567,531,93.7,11
ESP-La Liga,2122,Osasuna,Juan Cruz Armada,ESP,DF,29.0,21.5,1105,116,480,617,63,6,1017,8,11,72.7,8,1,674,3836,1766,47,8,1,0,7,658,638,97.0,9
ESP-La Liga,2122,Osasuna,Juan Pérez,ESP,GK,25.0,2.0,46,41,46,0,0,0,34,0,0,,0,0,23,100,67,0,0,0,0,0,18,18,100.0,0
ESP-La Liga,2122,Osasuna,Kike,ESP,FW,31.0,20.7,800,13,62,391,401,121,784,13,23,56.5,14,1,513,2497,866,52,18,13,70,52,1077,607,56.4,158
ESP-La Liga,2122,Osasuna,Kike Barja,ESP,"MF,FW",24.0,9.6,549,11,53,245,292,40,538,30,55,54.5,34,1,428,2417,1308,87,19,8,29,29,503,408,81.1,64
ESP-La Liga,2122,Osasuna,Lucas Torró,ESP,MF,27.0,30.3,1640,88,380,1064,285,42,1627,16,23,69.6,16,0,831,4007,1791,81,31,1,20,26,958,844,88.1,43
ESP-La Liga,2122,Osasuna,Manuel Sánchez,ESP,DF,20.0,25.1,1433,59,343,659,498,40,1193,30,49,61.2,31,1,818,3610,1858,94,26,11,32,27,942,788,83.7,70
ESP-La Liga,2122,Osasuna,Nacho Vidal,ESP,DF,26.0,32.2,1919,122,583,870,542,40,1557,27,51,52.9,33,4,878,3493,1666,70,21,4,31,21,1000,888,88.8,37
ESP-La Liga,2122,Osasuna,Oier Sanjurjo,ESP,MF,35.0,8.4,380,15,63,227,105,11,376,1,3,33.3,2,0,207,693,307,11,7,0,7,8,307,249,81.1,29
ESP-La Liga,2122,Osasuna,Opponent Total,,,27.6,38.0,23570,2723,8091,11064,5791,851,21631,335,644,52.0,372,40,14911,73727,40643,1590,499,192,473,358,17585,14869,84.6,1060
ESP-La Liga,2122,Osasuna,Robert Ibáñez,ESP,MF,28.0,1.0,68,0,10,23,37,7,67,1,4,25.0,2,0,47,207,115,5,0,1,6,3,60,45,75.0,6
ESP-La Liga,2122,Osasuna,Roberto Torres,ESP,"MF,FW",32.0,9.0,519,7,70,230,239,19,454,5,9,55.6,6,1,303,1008,471,25,8,1,16,10,434,339,78.1,41
ESP-La Liga,2122,Osasuna,Rubén García,ESP,"FW,MF",28.0,26.4,1550,24,184,688,756,65,1375,24,41,58.5,25,3,928,4185,2188,132,48,12,54,29,1310,1020,77.9,133
ESP-La Liga,2122,Osasuna,Sergio Herrera,ESP,GK,28.0,36.0,1250,996,1235,16,0,0,819,3,4,75.0,3,0,547,3811,2093,0,0,0,0,0,428,427,99.8,0
ESP-La Liga,2122,Osasuna,Squad Total,,,27.7,38.0,20730,2154,6148,9971,5602,786,18775,235,434,54.1,266,21,11414,54829,27178,1154,334,85,490,379,15001,12020,80.1,1138
ESP-La Liga,2122,Osasuna,Unai Dufur,ESP,DF,22.0,1.0,59,5,19,39,2,1,59,0,0,,0,0,30,127,49,1,0,0,0,0,34,33,97.1,0
ESP-La Liga,2122,Osasuna,Unai García,ESP,DF,29.0,15.6,741,107,352,375,43,12,682,2,4,50.0,3,0,340,1961,1088,43,6,1,6,1,373,363,97.3,1
ESP-La Liga,2122,Rayo Vallecano,Alejandro Asensio,ESP,FW,20.0,0.1,11,0,1,4,7,3,11,0,0,,0,0,8,30,9,1,0,0,1,0,11,8,72.7,1
ESP-La Liga,2122,Rayo Vallecano,Andrés Martín,ESP,"FW,MF",22.0,2.1,55,0,2,25,30,7,49,1,3,33.3,1,0,40,194,105,9,1,1,3,4,74,39,52.7,10
ESP-La Liga,2122,Rayo Vallecano,Bebé,CPV,"FW,MF",31.0,9.6,513,9,61,227,307,29,466,31,52,59.6,32,6,385,3091,1802,97,43,14,35,19,458,349,76.2,60
ESP-La Liga,2122,Rayo Vallecano,Catena,ESP,DF,26.0,36.0,2024,339,1199,874,54,38,1939,6,10,60.0,7,1,1119,5596,3099,38,3,0,5,4,1271,1248,98.2,4
ESP-La Liga,2122,Rayo Vallecano,Esteban Saveljich,MNE,DF,30.0,18.9,754,118,448,334,19,11,735,0,1,0.0,0,0,417,2582,1117,21,1,0,0,4,449,437,97.3,1
ESP-La Liga,2122,Rayo Vallecano,Francisco Garcia,ESP,DF,21.0,33.6,2050,113,676,966,594,33,1691,13,34,38.2,16,2,1160,8754,5658,252,97,14,40,21,1210,1091,90.2,72
ESP-La Liga,2122,Rayo Vallecano,Isaac Palazón Camacho,ESP,"FW,MF",26.0,25.4,1301,32,168,618,600,60,1239,34,74,45.9,38,4,876,4177,1744,95,34,6,69,60,1139,891,78.2,149
ESP-La Liga,2122,Rayo Vallecano,Iván Balliu,ALB,DF,29.0,35.0,2135,95,568,1015,691,35,1681,26,58,44.8,30,7,1158,5458,3358,122,48,8,32,27,1254,1132,90.3,49
ESP-La Liga,2122,Rayo Vallecano,José Pozo,ESP,MF,25.0,0.8,67,0,12,33,29,5,67,0,1,0.0,0,0,45,197,116,8,3,0,2,4,55,50,90.9,11
ESP-La Liga,2122,Rayo Vallecano,Kévin Rodrigues,POR,"DF,FW",27.0,4.8,286,12,77,160,63,3,233,3,7,42.9,5,2,153,730,405,17,8,0,6,6,160,142,88.8,7
ESP-La Liga,2122,Rayo Vallecano,Luca Zidane,FRA,"GK,MF",23.0,7.2,249,227,249,1,0,0,181,2,2,100.0,2,0,127,592,316,0,0,0,0,0,105,105,100.0,0
ESP-La Liga,2122,Rayo Vallecano,Mamadou Sylla,SEN,"FW,MF",27.0,2.8,116,3,18,49,55,21,110,2,7,28.6,2,0,61,379,226,5,2,2,8,6,109,75,68.8,15
ESP-La Liga,2122,Rayo Vallecano,Mario Hernández,ESP,"DF,FW",22.0,4.4,255,9,78,120,70,4,213,2,7,28.6,2,1,140,602,390,12,2,0,12,4,144,137,95.1,4
ESP-La Liga,2122,Rayo Vallecano,Mario Suárez,ESP,DF,34.0,7.9,405,63,224,189,19,10,390,3,4,75.0,4,0,228,1158,624,13,4,0,2,3,217,215,99.1,2
ESP-La Liga,2122,Rayo Vallecano,Martín Merquelanz,ESP,FW,26.0,1.9,92,2,15,40,47,4,84,7,12,58.3,7,1,67,330,200,11,6,1,4,5,69,60,87.0,9
ESP-La Liga,2122,Rayo Vallecano,Nikola Maraš,SRB,DF,25.0,11.6,570,81,324,268,13,11,556,0,0,,0,0,306,1630,878,14,1,0,2,1,331,325,98.2,1
ESP-La Liga,2122,Rayo Vallecano,Opponent Total,,,27.6,38.0,21623,2599,7488,9868,5486,788,19637,369,662,55.7,408,48,12625,63022,33708,1269,420,114,524,403,15355,13060,85.1,1166
ESP-La Liga,2122,Rayo Vallecano,Pathé Ciss,SEN,MF,27.0,12.2,703,48,200,451,91,7,694,9,12,75.0,9,0,400,2080,918,36,12,0,5,11,403,380,94.3,13
ESP-La Liga,2122,Rayo Vallecano,Radamel Falcao,COL,FW,35.0,9.3,295,12,21,155,129,43,282,3,6,50.0,3,0,158,513,221,14,3,5,35,15,457,226,49.5,46
ESP-La Liga,2122,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",23.0,16.2,659,13,56,318,328,76,642,18,42,42.9,22,1,390,1429,811,48,14,9,60,40,757,464,61.3,97
ESP-La Liga,2122,Rayo Vallecano,Santi Comesaña,ESP,MF,24.0,29.8,1844,73,424,1173,344,59,1801,37,60,61.7,39,1,1176,5445,3032,120,28,3,19,33,1310,1187,90.6,62
ESP-La Liga,2122,Rayo Vallecano,Sergi Guardiola,ESP,FW,30.0,19.0,670,19,59,305,340,96,638,7,20,35.0,9,2,400,1803,732,40,15,11,52,33,773,481,62.2,130
ESP-La Liga,2122,Rayo Vallecano,Squad Total,,,27.5,38.0,21476,2356,6950,10270,5602,805,19517,313,615,50.9,352,47,12798,68396,37718,1451,481,144,527,432,15127,12871,85.1,1152
ESP-La Liga,2122,Rayo Vallecano,Stole Dimitrievski,MKD,GK,27.0,30.8,1028,927,1024,7,0,0,702,0,0,,0,0,430,2427,1514,0,0,0,0,0,369,368,99.7,0
ESP-La Liga,2122,Rayo Vallecano,Unai López,ESP,MF,25.0,12.9,955,18,150,603,270,18,868,13,26,50.0,14,3,618,2636,1270,47,21,2,10,15,726,667,91.9,38
ESP-La Liga,2122,Rayo Vallecano,Yacine Qasmi,MAR,MF,30.0,0.0,5,0,0,2,3,0,5,0,0,,0,0,1,0,0,0,0,0,1,0,5,3,60.0,1
ESP-La Liga,2122,Rayo Vallecano,Álvaro Aguirre,ESP,FW,21.0,0.1,3,0,1,1,1,0,3,0,0,,0,0,1,2,2,0,0,0,0,0,1,1,100.0,0
ESP-La Liga,2122,Rayo Vallecano,Álvaro García,ESP,FW,28.0,33.3,1390,41,253,464,749,163,1358,20,45,44.4,22,5,937,5958,3688,189,42,58,46,24,1205,909,75.4,232
ESP-La Liga,2122,Rayo Vallecano,Óscar Trejo,ARG,MF,33.0,22.3,1373,18,155,762,565,60,1241,62,109,56.9,73,10,973,4682,2522,126,54,9,56,77,1081,936,86.6,121
ESP-La Liga,2122,Rayo Vallecano,Óscar Valentín,ESP,MF,26.0,28.5,1668,84,487,1106,184,9,1638,14,23,60.9,15,1,1024,5921,2961,116,39,1,22,16,984,945,96.0,17
ESP-La Liga,2122,Real Madrid,Andriy Lunin,UKR,GK,22.0,2.0,89,85,89,0,0,0,59,0,0,,0,0,39,118,68,0,0,0,0,0,41,41,100.0,0
ESP-La Liga,2122,Real Madrid,Blanco,ESP,MF,21.0,0.3,23,2,12,10,3,0,23,2,2,100.0,2,1,18,97,61,0,1,0,0,0,14,14,100.0,0
ESP-La Liga,2122,Real Madrid,Casemiro,BRA,MF,29.0,28.5,2373,179,743,1312,409,33,2327,13,24,54.2,14,3,1402,5345,2997,97,25,2,23,22,1711,1631,95.3,46
ESP-La Liga,2122,Real Madrid,Dani Carvajal,ESP,DF,29.0,17.2,1375,80,400,573,467,40,1223,8,20,40.0,9,0,839,3420,1692,73,28,6,12,13,971,913,94.0,59
ESP-La Liga,2122,Real Madrid,Dani Ceballos,ESP,MF,24.0,3.1,312,8,73,192,81,12,310,3,7,42.9,3,1,255,1356,588,20,11,1,7,4,258,249,96.5,11
ESP-La Liga,2122,Real Madrid,David Alaba,AUT,DF,29.0,29.4,2169,257,988,1074,294,49,2080,5,8,62.5,5,0,1600,9757,5326,126,44,8,12,7,1746,1688,96.7,54
ESP-La Liga,2122,Real Madrid,Eden Hazard,BEL,"FW,MF",30.0,8.0,509,5,46,204,302,69,498,19,23,82.6,19,0,409,2706,1651,99,28,17,17,17,525,439,83.6,100
ESP-La Liga,2122,Real Madrid,Eduardo Camavinga,FRA,MF,18.0,13.7,1015,40,255,598,245,23,1007,21,32,65.6,21,1,759,3688,1969,68,28,2,18,17,810,761,94.0,40
ESP-La Liga,2122,Real Madrid,Federico Valverde,URU,MF,23.0,20.4,1371,31,244,768,512,43,1353,23,36,63.9,26,0,990,6902,4116,172,81,8,12,16,1155,1058,91.6,69
ESP-La Liga,2122,Real Madrid,Ferland Mendy,FRA,DF,26.0,19.3,1546,74,418,700,560,41,1404,31,51,60.8,32,3,1159,6118,3335,146,59,15,16,14,1199,1132,94.4,65
ESP-La Liga,2122,Real Madrid,Gareth Bale,WAL,FW,32.0,3.1,100,0,12,34,57,14,98,1,4,25.0,1,0,60,277,152,13,1,3,4,6,124,78,62.9,14
ESP-La Liga,2122,Real Madrid,Isco,ESP,"MF,FW",29.0,3.7,318,4,50,176,123,19,304,11,15,73.3,11,2,263,1502,853,46,12,4,8,10,282,262,92.9,20
ESP-La Liga,2122,Real Madrid,Jesús Vallejo,ESP,DF,24.0,3.8,259,65,159,93,11,1,246,3,4,75.0,3,0,163,559,193,3,0,0,2,1,171,168,98.2,0
ESP-La Liga,2122,Real Madrid,Karim Benzema,FRA,FW,33.0,28.8,1521,16,69,566,971,231,1456,35,49,71.4,36,6,1120,5190,2994,182,61,46,31,23,1727,1298,75.2,219
ESP-La Liga,2122,Real Madrid,Latasa,ESP,FW,20.0,0.1,7,0,0,5,4,2,7,0,0,,0,0,2,12,11,1,1,0,1,0,6,6,100.0,0
ESP-La Liga,2122,Real Madrid,Lucas Vázquez,ESP,DF,30.0,20.4,1788,74,526,778,583,62,1649,18,37,48.6,19,3,1318,6090,3401,154,25,18,29,18,1415,1332,94.1,70
ESP-La Liga,2122,Real Madrid,Luka Jović,SRB,FW,23.0,4.1,122,4,12,66,51,24,120,7,10,70.0,7,0,75,325,150,7,3,1,11,7,153,90,58.8,21
ESP-La Liga,2122,Real Madrid,Luka Modrić,CRO,MF,35.0,22.6,1909,25,390,983,669,58,1808,26,41,63.4,27,4,1446,7590,3750,171,42,13,24,26,1640,1548,94.4,86
ESP-La Liga,2122,Real Madrid,Marcelo,BRA,DF,33.0,5.8,516,18,98,235,226,18,476,9,12,75.0,9,0,408,1727,1094,54,23,4,5,2,432,407,94.2,34
ESP-La Liga,2122,Real Madrid,Marco Asensio,ESP,"FW,MF",25.0,19.2,1091,14,106,473,605,97,1011,20,39,51.3,24,2,813,4718,2501,122,49,18,13,25,1002,838,83.6,140
ESP-La Liga,2122,Real Madrid,Mariano,DOM,FW,27.0,3.8,98,3,10,43,52,21,91,5,8,62.5,5,0,58,290,166,13,3,3,10,3,127,74,58.3,21
ESP-La Liga,2122,Real Madrid,Mario Gila,ESP,DF,20.0,0.3,24,5,18,5,1,0,23,1,1,100.0,1,0,19,58,21,0,0,0,0,0,14,14,100.0,0
ESP-La Liga,2122,Real Madrid,Miguel Gutiérrez,ESP,DF,20.0,2.9,209,13,75,94,58,3,182,4,6,66.7,4,0,153,901,399,15,7,2,0,5,154,146,94.8,4
ESP-La Liga,2122,Real Madrid,Nacho,ESP,DF,31.0,17.3,1189,167,556,570,116,14,1124,3,5,60.0,3,0,769,3152,1611,33,17,0,5,3,848,831,98.0,9
ESP-La Liga,2122,Real Madrid,Opponent Total,,,27.6,38.0,20575,2767,7048,9471,5372,780,18900,283,531,53.3,305,25,12999,67002,37602,1552,469,137,410,383,15343,13382,87.2,1023
ESP-La Liga,2122,Real Madrid,Peter González,DOM,"MF,DF",19.0,0.3,29,1,6,10,17,2,26,2,3,66.7,2,0,23,137,62,5,1,1,2,1,25,20,80.0,2
ESP-La Liga,2122,Real Madrid,Rodrygo,BRA,FW,20.0,16.9,903,8,81,369,517,120,862,27,63,42.9,31,2,693,3846,2575,155,34,37,47,21,922,704,76.4,127
ESP-La Liga,2122,Real Madrid,Sergio Santos,ESP,DF,20.0,0.1,7,0,2,4,1,0,6,0,0,,0,0,6,15,13,1,0,0,0,0,6,6,100.0,0
ESP-La Liga,2122,Real Madrid,Squad Total,,,27.7,38.0,28633,2736,8566,13082,8937,1338,26989,418,765,54.6,449,45,20437,105731,59259,2421,760,314,391,359,23676,21520,90.9,1569
ESP-La Liga,2122,Real Madrid,Thibaut Courtois,BEL,GK,29.0,36.0,1209,1091,1206,3,0,0,959,0,0,,0,0,658,2927,1463,0,0,0,0,0,670,664,99.1,0
ESP-La Liga,2122,Real Madrid,Toni Kroos,GER,MF,31.0,23.4,2423,62,510,1450,612,25,2238,8,19,42.1,8,2,1745,7388,3806,143,37,2,9,10,2056,1990,96.8,33
ESP-La Liga,2122,Real Madrid,Vinicius Júnior,BRA,FW,21.0,29.9,1791,14,164,598,1232,273,1773,101,225,44.9,115,14,1615,10878,7825,426,116,101,64,76,1848,1527,82.6,316
ESP-La Liga,2122,Real Madrid,Éder Militão,BRA,DF,23.0,33.7,2338,391,1248,1096,158,44,2246,12,21,57.1,12,1,1560,8642,4416,76,23,2,9,12,1624,1591,98.0,9
ESP-La Liga,2122,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",26.0,18.1,1053,19,110,479,546,62,927,43,85,50.6,48,4,790,3848,2229,147,44,15,61,62,900,751,83.4,101
ESP-La Liga,2122,Real Sociedad,Aihen Muñoz,ESP,DF,23.0,14.9,929,37,295,452,241,10,770,13,27,48.1,14,1,525,2411,1461,65,29,4,18,16,531,496,93.4,24
ESP-La Liga,2122,Real Sociedad,Alex Sola,ESP,"DF,FW",22.0,0.5,33,2,12,15,11,1,28,3,5,60.0,4,1,20,96,46,2,2,0,0,0,16,16,100.0,0
ESP-La Liga,2122,Real Sociedad,Alexander Isak,SWE,FW,21.0,23.8,740,13,49,310,447,139,698,42,92,45.7,48,4,534,2883,1725,97,34,27,55,35,914,564,61.7,183
ESP-La Liga,2122,Real Sociedad,Alexander Sørloth,NOR,FW,25.0,19.6,742,14,58,379,387,108,722,28,56,50.0,32,2,507,3011,1708,78,43,11,63,69,863,573,66.4,128
ESP-La Liga,2122,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",19.0,6.1,288,6,45,138,131,26,287,17,35,48.6,19,1,244,1308,767,41,12,7,22,12,267,208,77.9,45
ESP-La Liga,2122,Real Sociedad,Ander Guevara,ESP,MF,24.0,9.6,696,30,194,440,106,10,681,1,1,100.0,1,0,447,2248,1333,47,6,3,9,10,499,480,96.2,15
ESP-La Liga,2122,Real Sociedad,Ander Martin,ESP,"FW,MF",20.0,1.0,63,2,6,26,33,5,58,1,3,33.3,1,1,40,160,91,7,2,2,5,0,53,44,83.0,7
ESP-La Liga,2122,Real Sociedad,Andoni Gorosabel,ESP,DF,24.0,25.4,1698,70,445,860,496,33,1416,19,32,59.4,21,1,1053,4635,2784,113,38,4,21,22,1080,1008,93.3,60
ESP-La Liga,2122,Real Sociedad,Aritz Elustondo,ESP,DF,27.0,23.4,1391,190,705,685,94,20,1318,7,10,70.0,7,0,835,5218,2793,76,10,0,4,6,858,838,97.7,8
ESP-La Liga,2122,Real Sociedad,Asier Illarramendi,ESP,MF,31.0,4.2,328,21,94,205,39,0,315,2,4,50.0,2,1,210,707,297,9,1,0,1,4,235,224,95.3,6
ESP-La Liga,2122,Real Sociedad,Beñat Turrientes,ESP,MF,19.0,2.3,120,4,18,70,46,5,117,8,10,80.0,8,1,96,435,217,10,7,1,2,4,98,86,87.8,8
ESP-La Liga,2122,Real Sociedad,Cristo,ESP,DF,21.0,0.2,15,0,5,6,5,0,12,0,2,0.0,0,0,11,56,40,2,1,0,0,0,9,8,88.9,0
ESP-La Liga,2122,Real Sociedad,David Silva,ESP,MF,35.0,19.1,1234,20,151,662,519,78,1198,22,44,50.0,26,2,959,4851,2210,135,49,14,30,25,1082,965,89.2,119
ESP-La Liga,2122,Real Sociedad,Diego Rico,ESP,DF,28.0,18.3,1370,79,436,621,373,11,1137,12,31,38.7,15,4,767,2752,1421,55,22,2,16,10,777,736,94.7,19
ESP-La Liga,2122,Real Sociedad,Germán Valera,ESP,"FW,MF",19.0,0.6,35,0,6,12,22,0,35,2,4,50.0,2,1,27,136,74,5,2,0,4,4,26,22,84.6,5
ESP-La Liga,2122,Real Sociedad,Igor Zubeldia,ESP,DF,24.0,18.3,1193,162,654,594,38,9,1159,2,4,50.0,3,0,779,4975,2813,39,1,0,2,3,827,819,99.0,3
ESP-La Liga,2122,Real Sociedad,Jon Bautista,ESP,"FW,MF",26.0,0.5,16,2,2,9,7,1,15,1,1,100.0,1,0,7,13,10,1,1,0,0,1,12,7,58.3,1
ESP-La Liga,2122,Real Sociedad,Jon Guridi,ESP,MF,26.0,2.3,109,6,14,68,29,7,109,2,3,66.7,2,0,60,224,108,5,1,1,3,0,94,72,76.6,4
ESP-La Liga,2122,Real Sociedad,Jon Pacheco,ESP,DF,20.0,4.2,269,65,183,103,3,1,257,0,0,,0,0,175,1142,660,12,1,0,4,0,178,175,98.3,0
ESP-La Liga,2122,Real Sociedad,Joseba Zaldúa,ESP,DF,29.0,13.0,761,57,266,343,193,7,634,4,7,57.1,4,0,375,1590,996,32,14,0,9,12,431,398,92.3,15
ESP-La Liga,2122,Real Sociedad,Julen Lobete,ESP,"FW,MF",20.0,3.2,118,2,13,43,70,18,114,3,11,27.3,4,3,75,289,170,10,3,2,10,8,143,84,58.7,30
ESP-La Liga,2122,Real Sociedad,Martín Zubimendi,ESP,MF,22.0,28.8,1726,109,490,1146,209,31,1700,10,16,62.5,12,0,1072,5547,3175,109,31,0,18,10,1207,1169,96.9,24
ESP-La Liga,2122,Real Sociedad,Mathew Ryan,AUS,GK,29.0,3.0,119,104,116,3,0,0,86,0,0,,0,0,55,300,126,0,0,0,0,0,49,49,100.0,0
ESP-La Liga,2122,Real Sociedad,Mikel Merino,ESP,MF,25.0,32.1,2178,105,462,1276,546,90,2155,21,37,56.8,23,1,1459,5243,2278,81,34,7,34,57,1688,1532,90.8,95
ESP-La Liga,2122,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",24.0,18.6,872,18,118,336,489,85,764,21,41,51.2,22,4,571,3136,1760,92,36,15,37,32,736,571,77.6,124
ESP-La Liga,2122,Real Sociedad,Naïs Djouahra,FRA,"FW,MF",21.0,2.4,139,3,17,67,70,7,135,3,9,33.3,4,1,106,612,404,19,7,6,10,4,109,101,92.7,9
ESP-La Liga,2122,Real Sociedad,Opponent Total,,,27.7,38.0,20718,2562,7122,9279,5471,749,18802,275,526,52.3,303,28,12520,62888,32936,1303,437,141,494,450,14980,12465,83.2,976
ESP-La Liga,2122,Real Sociedad,Portu,ESP,"FW,MF",29.0,17.7,673,11,90,282,355,96,655,9,16,56.3,10,0,474,2352,1532,97,32,19,35,27,699,483,69.1,110
ESP-La Liga,2122,Real Sociedad,Rafinha,BRA,"MF,FW",28.0,11.7,863,14,143,509,264,22,836,16,29,55.2,17,2,624,3218,1891,93,26,7,15,27,656,596,90.9,39
ESP-La Liga,2122,Real Sociedad,Roberto Navarro,ESP,"MF,FW",19.0,2.2,127,3,12,71,52,13,125,4,4,100.0,4,0,83,431,264,14,4,1,7,7,122,95,77.9,17
ESP-La Liga,2122,Real Sociedad,Robin Le Normand,FRA,DF,24.0,37.0,2464,443,1392,1161,59,34,2406,3,4,75.0,4,0,1573,9594,5717,111,7,1,7,5,1717,1694,98.7,4
ESP-La Liga,2122,Real Sociedad,Squad Total,,,25.7,38.0,23693,2820,7923,11383,5881,929,21851,319,623,51.2,358,35,15245,76541,42664,1604,500,149,503,472,17546,15531,88.5,1203
ESP-La Liga,2122,Real Sociedad,Álex Remiro,ESP,GK,26.0,35.0,1331,1209,1322,12,1,0,982,0,0,,0,0,692,3120,1564,0,0,0,1,0,670,667,99.6,0
ESP-La Liga,2122,Sevilla,Anthony Martial,FRA,"FW,MF",25.0,5.4,231,2,20,114,119,28,224,7,18,38.9,9,0,191,933,458,26,12,9,15,14,258,190,73.6,41
ESP-La Liga,2122,Sevilla,Carmona,ESP,DF,19.0,0.3,15,3,9,5,1,1,10,1,1,100.0,1,0,7,33,29,3,0,1,0,0,4,4,100.0,0
ESP-La Liga,2122,Sevilla,Diego Carlos,BRA,DF,28.0,32.9,2457,447,1405,1072,75,40,2417,2,3,66.7,2,1,1713,6834,2994,52,1,0,10,4,1834,1811,98.7,6
ESP-La Liga,2122,Sevilla,Fernando,BRA,"MF,DF",34.0,20.6,1420,130,544,810,155,12,1385,6,9,66.7,6,2,947,4004,1977,55,22,0,11,8,1021,992,97.2,18
ESP-La Liga,2122,Sevilla,Gonzalo Montiel,ARG,DF,24.0,11.8,794,32,246,391,204,18,694,5,9,55.6,5,1,476,2398,1406,48,18,1,11,3,558,511,91.6,41
ESP-La Liga,2122,Sevilla,Ivan Rakitić,CRO,MF,33.0,24.2,1896,57,419,1125,438,28,1746,7,21,33.3,9,1,1228,4710,2137,84,22,2,26,17,1447,1346,93.0,66
ESP-La Liga,2122,Sevilla,Iván Romero,ESP,FW,20.0,2.0,64,0,2,32,33,7,61,1,3,33.3,1,0,48,179,66,5,1,1,6,7,83,44,53.0,24
ESP-La Liga,2122,Sevilla,Javier Díaz,ESP,GK,24.0,1.0,34,31,34,0,0,0,28,0,0,,0,0,22,59,19,0,0,0,0,0,23,23,100.0,0
ESP-La Liga,2122,Sevilla,Jesús Corona,MEX,"FW,DF",28.0,12.9,765,7,116,314,372,60,720,18,38,47.4,19,1,586,2615,1447,80,16,14,34,30,715,581,81.3,90
ESP-La Liga,2122,Sevilla,Jesús Navas,ESP,DF,35.0,19.8,1566,61,493,638,522,35,1358,3,8,37.5,4,1,1040,4921,2907,146,42,17,9,11,1165,1084,93.0,60
ESP-La Liga,2122,Sevilla,Joan Jordán,ESP,MF,27.0,27.9,2076,55,462,1224,483,25,2015,20,31,64.5,22,2,1447,5513,2426,97,26,1,29,25,1665,1575,94.6,65
ESP-La Liga,2122,Sevilla,Juan Sánchez,ESP,MF,17.0,0.1,6,1,4,2,0,0,6,0,0,,0,0,2,9,0,0,0,0,1,0,4,4,100.0,0
ESP-La Liga,2122,Sevilla,Jules Koundé,FRA,DF,22.0,30.4,2420,412,1217,1128,234,48,2340,22,37,59.5,23,0,1673,8894,5109,137,38,3,22,13,1793,1728,96.4,25
ESP-La Liga,2122,Sevilla,Karim Rekik,NED,DF,26.0,12.2,864,80,399,416,89,15,822,7,10,70.0,8,0,631,2381,1163,22,10,1,12,7,670,634,94.6,11
ESP-La Liga,2122,Sevilla,Lucas Ocampos,ARG,FW,27.0,23.6,1269,31,198,549,612,127,1202,41,90,45.6,46,3,911,4618,2585,141,39,28,81,58,1196,915,76.5,163
ESP-La Liga,2122,Sevilla,Ludwig Augustinsson,SWE,DF,27.0,8.8,645,31,221,260,192,15,536,1,1,100.0,1,0,371,1592,712,30,9,3,10,6,425,392,92.2,18
