,,,,Nation,Pos,Age,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes
ESP-La Liga,2122,Osasuna,Juan Pérez,ESP,GK,25.0,2.0,42,30,12,3,0,0,2,0,0,0,0,0,12,0,30,10,23,0,0,6,17,0,2,1,0
ESP-La Liga,2122,Osasuna,Kike,ESP,FW,31.0,20.7,517,502,15,0,0,182,13,22,0,0,0,0,306,95,116,120,272,40,0,18,351,2,14,27,22
ESP-La Liga,2122,Osasuna,Kike Barja,ESP,"MF,FW",24.0,9.6,382,370,12,1,3,81,15,40,2,0,0,0,225,69,88,127,224,10,9,2,263,2,11,14,21
ESP-La Liga,2122,Osasuna,Lucas Torró,ESP,MF,27.0,30.3,1257,1242,15,13,0,316,36,6,0,0,0,0,825,160,272,131,869,138,0,5,985,2,22,41,21
ESP-La Liga,2122,Osasuna,Manuel Sánchez,ESP,DF,20.0,25.1,1169,925,244,8,0,190,28,58,1,1,0,0,608,276,285,737,137,44,235,6,878,2,21,44,46
ESP-La Liga,2122,Osasuna,Nacho Vidal,ESP,DF,26.0,32.2,1531,1160,371,20,1,209,34,50,1,0,1,0,650,396,485,114,885,120,350,5,1102,6,45,53,51
ESP-La Liga,2122,Osasuna,Oier Sanjurjo,ESP,MF,35.0,8.4,311,307,4,0,1,63,10,8,0,0,0,0,176,58,77,48,218,24,3,0,227,1,4,10,12
ESP-La Liga,2122,Osasuna,Opponent Total,,,27.6,38.0,19090,17083,2007,544,29,2685,616,511,183,50,69,16,12281,2528,4281,5568,10856,886,865,267,14869,73,395,531,453
ESP-La Liga,2122,Osasuna,Robert Ibáñez,ESP,MF,28.0,1.0,41,40,1,0,0,17,1,1,0,0,0,0,26,9,6,15,21,4,1,0,34,0,0,1,2
ESP-La Liga,2122,Osasuna,Roberto Torres,ESP,"MF,FW",32.0,9.0,437,368,69,25,2,69,44,36,35,16,16,1,217,78,142,84,319,18,9,3,272,3,11,20,27
ESP-La Liga,2122,Osasuna,Rubén García,ESP,"FW,MF",28.0,26.4,1247,1073,174,51,2,235,92,97,90,24,52,5,707,191,349,961,145,75,27,8,891,4,36,43,53
ESP-La Liga,2122,Osasuna,Sergio Herrera,ESP,GK,28.0,36.0,1147,709,438,134,0,60,33,0,0,0,0,0,239,32,876,52,882,5,1,76,657,2,41,19,3
ESP-La Liga,2122,Osasuna,Squad Total,,,27.7,38.0,16434,14445,1989,477,14,2875,672,551,179,60,91,12,9033,2543,4858,4885,8525,1078,933,189,12020,60,419,526,476
ESP-La Liga,2122,Osasuna,Unai Dufur,ESP,DF,22.0,1.0,50,50,0,0,0,6,1,0,0,0,0,0,32,2,16,3,38,5,0,0,37,0,0,2,1
ESP-La Liga,2122,Osasuna,Unai García,ESP,DF,29.0,15.6,554,492,62,45,0,69,54,3,0,0,0,0,312,51,191,29,449,37,17,1,415,1,23,11,4
ESP-La Liga,2122,Rayo Vallecano,Alejandro Asensio,ESP,FW,20.0,0.1,8,8,0,0,0,1,1,1,0,0,0,0,5,0,3,7,0,1,0,0,7,0,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Andrés Martín,ESP,"FW,MF",22.0,2.1,36,30,6,1,0,8,0,2,1,1,0,0,26,5,5,27,7,0,1,0,23,0,0,3,4
ESP-La Liga,2122,Rayo Vallecano,Bebé,CPV,"FW,MF",31.0,9.6,342,300,42,18,0,94,30,46,20,10,7,2,205,46,91,74,241,9,3,2,211,1,15,14,20
ESP-La Liga,2122,Rayo Vallecano,Catena,ESP,DF,26.0,36.0,1672,1584,88,87,1,237,103,5,0,0,0,0,1124,138,410,148,1360,99,1,5,1383,7,44,34,15
ESP-La Liga,2122,Rayo Vallecano,Esteban Saveljich,MNE,DF,30.0,18.9,583,562,21,19,0,61,17,3,0,0,0,0,438,40,105,67,447,40,2,0,495,2,12,5,9
ESP-La Liga,2122,Rayo Vallecano,Francisco Garcia,ESP,DF,21.0,33.6,1694,1331,363,20,0,199,27,99,2,1,1,0,930,421,343,1232,49,54,341,5,1333,4,18,45,57
ESP-La Liga,2122,Rayo Vallecano,Isaac Palazón Camacho,ESP,"FW,MF",26.0,25.4,894,827,67,23,3,231,50,30,40,11,18,0,534,121,239,742,44,53,4,3,644,5,20,36,31
ESP-La Liga,2122,Rayo Vallecano,Iván Balliu,ALB,DF,29.0,35.0,1796,1327,469,44,1,224,41,84,2,0,0,2,882,434,480,88,1195,62,423,2,1373,5,35,62,73
ESP-La Liga,2122,Rayo Vallecano,José Pozo,ESP,MF,25.0,0.8,52,52,0,0,1,12,2,1,0,0,0,0,37,8,7,4,44,3,0,0,45,3,1,0,0
ESP-La Liga,2122,Rayo Vallecano,Kévin Rodrigues,POR,"DF,FW",27.0,4.8,225,171,54,6,0,18,7,7,1,1,0,0,126,58,41,136,28,9,47,0,162,1,8,13,10
ESP-La Liga,2122,Rayo Vallecano,Luca Zidane,FRA,"GK,MF",23.0,7.2,231,163,68,15,0,23,7,0,0,0,0,0,109,7,115,22,162,0,0,41,169,0,6,5,0
ESP-La Liga,2122,Rayo Vallecano,Mamadou Sylla,SEN,"FW,MF",27.0,2.8,68,63,5,0,0,16,1,2,0,0,0,0,35,19,14,11,35,10,1,2,49,0,3,3,1
ESP-La Liga,2122,Rayo Vallecano,Mario Hernández,ESP,"DF,FW",22.0,4.4,206,163,43,3,0,18,6,13,0,0,0,0,96,45,65,20,128,16,40,0,141,1,8,10,4
ESP-La Liga,2122,Rayo Vallecano,Mario Suárez,ESP,DF,34.0,7.9,312,297,15,15,0,46,13,0,0,0,0,0,211,26,75,28,241,29,0,2,252,1,4,5,1
ESP-La Liga,2122,Rayo Vallecano,Martín Merquelanz,ESP,FW,26.0,1.9,69,62,7,4,0,12,5,4,3,2,1,0,43,7,19,49,10,5,0,1,49,0,3,3,4
ESP-La Liga,2122,Rayo Vallecano,Nikola Maraš,SRB,DF,25.0,11.6,447,433,14,13,0,59,9,1,0,0,0,0,330,39,78,28,352,45,1,0,380,1,11,6,2
ESP-La Liga,2122,Rayo Vallecano,Opponent Total,,,27.6,38.0,17172,15123,2049,591,25,3065,522,426,177,73,66,9,10420,2462,4290,4909,9637,850,867,263,13060,44,409,569,501
ESP-La Liga,2122,Rayo Vallecano,Pathé Ciss,SEN,MF,27.0,12.2,535,524,11,7,2,127,27,0,1,0,1,0,368,70,97,52,425,27,2,6,447,1,9,19,9
ESP-La Liga,2122,Rayo Vallecano,Radamel Falcao,COL,FW,35.0,9.3,174,163,11,0,1,65,2,3,0,0,0,0,104,47,23,31,112,7,1,5,133,1,3,5,6
ESP-La Liga,2122,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",23.0,16.2,412,395,17,2,1,144,3,12,0,0,0,0,246,85,81,272,42,30,4,10,281,4,11,23,22
ESP-La Liga,2122,Rayo Vallecano,Santi Comesaña,ESP,MF,24.0,29.8,1488,1432,56,47,3,300,62,11,1,1,0,0,1094,167,227,211,1137,90,1,10,1241,8,26,58,31
ESP-La Liga,2122,Rayo Vallecano,Sergi Guardiola,ESP,FW,30.0,19.0,436,403,33,2,1,136,7,15,0,0,0,0,274,86,76,301,75,23,2,8,303,1,7,27,26
ESP-La Liga,2122,Rayo Vallecano,Squad Total,,,27.5,38.0,16832,14802,2030,564,16,2787,625,564,190,70,74,14,10347,2408,4077,4577,9744,795,905,268,12871,73,361,514,446
ESP-La Liga,2122,Rayo Vallecano,Stole Dimitrievski,MKD,GK,27.0,30.8,955,624,331,101,0,58,27,0,0,0,0,0,306,41,608,37,701,2,1,149,538,6,30,9,2
ESP-La Liga,2122,Rayo Vallecano,Unai López,ESP,MF,25.0,12.9,818,729,89,35,0,121,66,12,46,17,18,4,540,102,176,45,731,28,2,4,667,4,23,16,16
ESP-La Liga,2122,Rayo Vallecano,Yacine Qasmi,MAR,MF,30.0,0.0,3,3,0,0,0,2,0,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Álvaro Aguirre,ESP,FW,21.0,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0
ESP-La Liga,2122,Rayo Vallecano,Álvaro García,ESP,FW,28.0,33.3,1035,1002,33,3,0,164,39,170,8,1,2,0,605,176,254,701,266,37,22,3,645,7,27,54,60
ESP-La Liga,2122,Rayo Vallecano,Óscar Trejo,ARG,MF,33.0,22.3,1032,881,151,65,2,177,30,41,64,25,25,6,718,103,211,64,898,38,6,4,793,8,16,31,21
ESP-La Liga,2122,Rayo Vallecano,Óscar Valentín,ESP,MF,26.0,28.5,1307,1271,36,34,0,234,43,2,1,0,1,0,959,116,232,179,1013,77,0,6,1104,2,21,28,22
ESP-La Liga,2122,Real Madrid,Andriy Lunin,UKR,GK,22.0,2.0,82,52,30,5,0,10,3,0,0,0,0,0,65,2,15,8,60,0,0,13,72,0,2,3,0
ESP-La Liga,2122,Real Madrid,Blanco,ESP,MF,21.0,0.3,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0,1,17,0,0,0,17,0,0,1,0
ESP-La Liga,2122,Real Madrid,Casemiro,BRA,MF,29.0,28.5,1983,1933,50,45,6,293,96,10,0,0,0,0,1416,217,350,222,1582,89,2,14,1714,7,22,37,29
ESP-La Liga,2122,Real Madrid,Dani Carvajal,ESP,DF,29.0,17.2,1205,1046,159,18,1,114,24,40,0,0,0,0,827,233,145,60,950,39,141,7,1040,3,18,35,20
ESP-La Liga,2122,Real Madrid,Dani Ceballos,ESP,MF,24.0,3.1,263,259,4,3,0,28,8,1,0,0,0,0,228,17,18,9,248,2,1,2,238,0,3,6,4
ESP-La Liga,2122,Real Madrid,David Alaba,AUT,DF,29.0,29.4,1967,1883,84,40,2,158,19,32,3,3,0,0,1680,123,164,1623,251,40,34,3,1804,5,14,19,20
ESP-La Liga,2122,Real Madrid,Eden Hazard,BEL,"FW,MF",30.0,8.0,411,398,13,4,2,81,7,13,2,0,0,0,341,48,22,85,298,11,6,10,366,3,2,8,8
ESP-La Liga,2122,Real Madrid,Eduardo Camavinga,FRA,MF,18.0,13.7,841,826,15,13,3,120,25,4,0,0,0,0,693,67,81,744,54,17,1,2,758,1,7,11,11
ESP-La Liga,2122,Real Madrid,Federico Valverde,URU,MF,23.0,20.4,1190,1170,20,8,3,114,35,25,1,0,0,0,981,107,102,81,1056,23,11,5,1043,4,11,27,32
ESP-La Liga,2122,Real Madrid,Ferland Mendy,FRA,DF,26.0,19.3,1361,1214,147,14,1,158,16,27,0,0,0,0,1085,203,73,916,285,11,133,6,1247,2,11,27,27
ESP-La Liga,2122,Real Madrid,Gareth Bale,WAL,FW,32.0,3.1,64,64,0,0,0,16,1,2,0,0,0,0,40,11,13,52,5,2,0,1,48,3,1,4,1
ESP-La Liga,2122,Real Madrid,Isco,ESP,"MF,FW",29.0,3.7,269,253,16,8,2,46,10,4,7,1,4,0,219,19,31,21,245,2,0,0,238,2,2,7,5
ESP-La Liga,2122,Real Madrid,Jesús Vallejo,ESP,DF,24.0,3.8,212,199,13,0,0,34,7,0,0,0,0,0,168,18,26,27,166,4,9,0,183,0,1,3,3
ESP-La Liga,2122,Real Madrid,Karim Benzema,FRA,FW,33.0,28.8,1249,1197,52,3,4,183,19,27,7,0,0,0,1051,123,75,194,1017,16,3,14,1058,13,23,55,32
ESP-La Liga,2122,Real Madrid,Latasa,ESP,FW,20.0,0.1,5,5,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,1,0,0,4,0,0,0,1
ESP-La Liga,2122,Real Madrid,Lucas Vázquez,ESP,DF,30.0,20.4,1551,1406,145,25,0,118,55,56,5,0,4,0,1128,206,217,147,1259,21,115,7,1339,4,11,48,25
ESP-La Liga,2122,Real Madrid,Luka Jović,SRB,FW,23.0,4.1,69,66,3,1,0,22,2,1,0,0,0,0,45,12,12,18,38,4,0,2,54,0,2,0,1
ESP-La Liga,2122,Real Madrid,Luka Modrić,CRO,MF,35.0,22.6,1734,1619,115,68,3,238,90,33,30,10,7,1,1330,176,228,178,1496,22,10,19,1527,8,15,46,41
ESP-La Liga,2122,Real Madrid,Marcelo,BRA,DF,33.0,5.8,468,426,42,4,0,45,18,21,0,0,0,0,329,74,65,356,67,4,38,2,385,1,13,15,14
ESP-La Liga,2122,Real Madrid,Marco Asensio,ESP,"FW,MF",25.0,19.2,904,823,81,16,1,133,39,43,45,24,3,4,694,93,117,786,85,13,14,5,740,5,7,34,29
ESP-La Liga,2122,Real Madrid,Mariano,DOM,FW,27.0,3.8,58,51,7,0,2,15,4,2,0,0,0,0,37,7,14,8,44,0,0,2,44,0,1,3,2
ESP-La Liga,2122,Real Madrid,Mario Gila,ESP,DF,20.0,0.3,22,21,1,0,0,6,0,0,0,0,0,0,20,0,2,4,18,0,0,0,20,0,0,1,0
ESP-La Liga,2122,Real Madrid,Miguel Gutiérrez,ESP,DF,20.0,2.9,187,159,28,5,1,18,7,8,0,0,0,0,132,28,27,128,30,6,23,0,168,0,3,4,4
ESP-La Liga,2122,Real Madrid,Nacho,ESP,DF,31.0,17.3,1024,958,66,20,0,76,11,6,0,0,0,0,848,87,89,201,745,23,39,3,951,2,12,9,9
ESP-La Liga,2122,Real Madrid,Opponent Total,,,27.6,38.0,16458,14741,1717,473,24,2195,574,441,153,67,55,6,11470,1895,3093,4905,9865,550,616,212,13382,24,304,490,353
ESP-La Liga,2122,Real Madrid,Peter González,DOM,"MF,DF",19.0,0.3,19,16,3,0,0,5,0,1,0,0,0,0,12,3,4,13,2,1,3,0,16,0,0,0,0
ESP-La Liga,2122,Real Madrid,Rodrygo,BRA,FW,20.0,16.9,673,632,41,3,0,104,10,24,26,5,8,1,548,65,60,51,584,15,9,4,558,4,8,18,24
ESP-La Liga,2122,Real Madrid,Sergio Santos,ESP,DF,20.0,0.1,7,6,1,0,0,0,0,1,0,0,0,0,5,1,1,0,6,0,1,0,7,0,0,0,0
ESP-La Liga,2122,Real Madrid,Squad Total,,,27.7,38.0,24527,22816,1711,498,40,2767,807,483,218,79,49,12,19129,2409,2989,7202,15603,476,635,330,21520,95,282,539,431
ESP-La Liga,2122,Real Madrid,Thibaut Courtois,BEL,GK,29.0,36.0,1139,887,252,42,0,85,23,0,0,0,0,0,793,39,307,610,328,1,0,188,936,2,30,14,0
ESP-La Liga,2122,Real Madrid,Toni Kroos,GER,MF,31.0,23.4,2258,2056,202,104,3,190,161,31,88,36,23,6,1715,185,358,329,1886,22,10,3,2076,13,17,30,13
ESP-La Liga,2122,Real Madrid,Vinicius Júnior,BRA,FW,21.0,29.9,1299,1279,20,3,2,152,36,59,4,0,0,0,1109,92,98,176,1096,8,11,7,1090,5,10,47,55
ESP-La Liga,2122,Real Madrid,Éder Militão,BRA,DF,23.0,33.7,1995,1894,101,46,4,205,81,12,0,0,0,0,1568,152,275,150,1685,79,21,11,1779,8,36,27,21
ESP-La Liga,2122,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",26.0,18.1,736,602,134,41,6,152,74,58,83,32,38,3,437,99,200,615,96,5,8,2,478,7,37,32,38
ESP-La Liga,2122,Real Sociedad,Aihen Muñoz,ESP,DF,23.0,14.9,758,595,163,25,1,78,12,33,1,1,0,0,445,137,176,512,56,36,137,1,581,1,15,26,32
ESP-La Liga,2122,Real Sociedad,Alex Sola,ESP,"DF,FW",22.0,0.5,21,15,6,1,0,3,0,0,0,0,0,0,13,4,4,4,11,1,5,0,15,0,0,0,2
ESP-La Liga,2122,Real Sociedad,Alexander Isak,SWE,FW,21.0,23.8,455,419,36,0,5,118,2,22,1,0,0,0,321,73,61,91,304,22,4,10,332,2,7,21,25
ESP-La Liga,2122,Real Sociedad,Alexander Sørloth,NOR,FW,25.0,19.6,463,441,22,1,2,153,5,9,1,0,0,0,307,88,68,255,111,31,2,1,337,1,7,16,22
ESP-La Liga,2122,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",19.0,6.1,187,185,2,1,1,40,3,8,0,0,0,0,149,16,22,27,151,4,1,0,136,0,3,12,12
ESP-La Liga,2122,Real Sociedad,Ander Guevara,ESP,MF,24.0,9.6,604,587,17,17,0,105,8,0,0,0,0,0,474,71,59,96,462,31,0,1,531,4,7,13,11
ESP-La Liga,2122,Real Sociedad,Ander Martin,ESP,"FW,MF",20.0,1.0,46,41,5,2,0,12,0,2,2,1,0,0,35,5,6,39,4,1,1,0,36,0,0,2,2
ESP-La Liga,2122,Real Sociedad,Andoni Gorosabel,ESP,DF,24.0,25.4,1465,1177,288,32,1,157,18,45,3,0,3,0,934,304,227,106,1045,37,253,1,1224,0,20,50,32
ESP-La Liga,2122,Real Sociedad,Aritz Elustondo,ESP,DF,27.0,23.4,1164,1087,77,33,1,118,32,3,0,0,0,0,841,104,219,118,880,72,44,3,991,1,23,18,13
ESP-La Liga,2122,Real Sociedad,Asier Illarramendi,ESP,MF,31.0,4.2,282,269,13,11,0,42,6,2,1,0,0,1,229,23,30,27,232,9,1,4,251,0,4,3,6
ESP-La Liga,2122,Real Sociedad,Beñat Turrientes,ESP,MF,19.0,2.3,94,91,3,2,0,9,3,1,1,0,0,1,72,11,11,12,73,7,0,2,81,1,0,3,1
ESP-La Liga,2122,Real Sociedad,Cristo,ESP,DF,21.0,0.2,12,9,3,0,0,0,1,1,0,0,0,0,7,1,4,9,0,0,3,0,11,0,0,0,0
ESP-La Liga,2122,Real Sociedad,David Silva,ESP,MF,35.0,19.1,1043,1002,41,18,4,174,17,24,15,7,4,0,827,117,99,873,128,23,4,5,913,4,10,25,23
ESP-La Liga,2122,Real Sociedad,Diego Rico,ESP,DF,28.0,18.3,1131,893,238,27,0,127,11,41,3,0,2,0,591,272,268,792,54,53,208,4,859,6,17,48,46
ESP-La Liga,2122,Real Sociedad,Germán Valera,ESP,"FW,MF",19.0,0.6,17,17,0,0,0,2,0,0,0,0,0,0,16,1,0,16,1,0,0,0,14,0,1,0,0
ESP-La Liga,2122,Real Sociedad,Igor Zubeldia,ESP,DF,24.0,18.3,1035,1000,35,28,2,130,15,4,0,0,0,0,825,66,144,60,882,46,6,3,919,1,12,4,10
ESP-La Liga,2122,Real Sociedad,Jon Bautista,ESP,"FW,MF",26.0,0.5,8,7,1,0,0,2,0,0,0,0,0,0,6,2,0,2,4,1,0,0,6,0,1,0,0
ESP-La Liga,2122,Real Sociedad,Jon Guridi,ESP,MF,26.0,2.3,80,80,0,0,0,16,0,2,0,0,0,0,57,9,14,60,9,7,0,1,59,0,1,4,4
ESP-La Liga,2122,Real Sociedad,Jon Pacheco,ESP,DF,20.0,4.2,221,209,12,10,0,33,9,0,0,0,0,0,170,13,38,186,15,12,2,0,190,2,3,3,3
ESP-La Liga,2122,Real Sociedad,Joseba Zaldúa,ESP,DF,29.0,13.0,618,487,131,11,1,66,12,24,0,0,0,0,331,135,152,39,397,37,120,5,476,2,14,18,21
ESP-La Liga,2122,Real Sociedad,Julen Lobete,ESP,"FW,MF",20.0,3.2,59,54,5,1,0,11,0,0,0,0,0,0,49,6,4,7,47,1,0,0,45,0,0,3,2
ESP-La Liga,2122,Real Sociedad,Martín Zubimendi,ESP,MF,22.0,28.8,1453,1420,33,33,1,261,34,3,0,0,0,0,1090,144,219,316,1021,52,0,8,1243,5,24,38,23
ESP-La Liga,2122,Real Sociedad,Mathew Ryan,AUS,GK,29.0,3.0,107,74,33,13,0,8,2,0,0,0,0,0,42,6,59,13,70,0,1,14,68,0,3,1,1
ESP-La Liga,2122,Real Sociedad,Mikel Merino,ESP,MF,25.0,32.1,1759,1730,29,26,4,414,41,20,0,0,0,0,1265,198,296,1421,171,67,2,7,1367,11,28,73,52
ESP-La Liga,2122,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",24.0,18.6,652,547,105,34,2,140,38,46,56,27,22,3,415,100,137,527,72,18,11,2,441,7,25,28,45
ESP-La Liga,2122,Real Sociedad,Naïs Djouahra,FRA,"FW,MF",21.0,2.4,98,94,4,0,1,19,3,11,2,0,1,0,70,14,14,10,80,4,1,1,70,0,3,8,3
ESP-La Liga,2122,Real Sociedad,Opponent Total,,,27.7,38.0,16254,14282,1972,543,20,2587,531,448,174,54,65,7,9960,2295,3999,4611,9264,676,917,227,12465,79,314,456,436
ESP-La Liga,2122,Real Sociedad,Portu,ESP,"FW,MF",29.0,17.7,486,468,18,1,3,87,7,37,7,3,0,0,342,78,66,17,427,20,7,5,359,1,5,23,24
ESP-La Liga,2122,Real Sociedad,Rafinha,BRA,"MF,FW",28.0,11.7,681,648,33,16,0,157,17,11,11,5,5,0,536,78,67,557,83,16,2,7,591,3,10,17,11
ESP-La Liga,2122,Real Sociedad,Roberto Navarro,ESP,"MF,FW",19.0,2.2,93,90,3,2,1,19,1,2,0,0,0,0,64,17,12,6,79,5,1,0,76,2,0,4,4
ESP-La Liga,2122,Real Sociedad,Robin Le Normand,FRA,DF,24.0,37.0,2109,2049,60,51,0,225,51,0,0,0,0,0,1683,137,289,191,1712,110,3,7,1888,4,45,14,11
ESP-La Liga,2122,Real Sociedad,Squad Total,,,25.7,38.0,19188,17287,1901,545,36,2990,463,409,187,76,75,8,13295,2380,3513,7151,9602,729,827,212,15531,67,362,520,481
ESP-La Liga,2122,Real Sociedad,Álex Remiro,ESP,GK,26.0,35.0,1251,900,351,108,0,112,41,0,0,0,0,0,652,51,548,147,925,1,0,118,943,2,37,13,2
ESP-La Liga,2122,Sevilla,Anthony Martial,FRA,"FW,MF",25.0,5.4,157,151,6,0,0,29,3,7,0,0,0,0,130,13,14,34,118,3,0,1,128,0,2,5,3
ESP-La Liga,2122,Sevilla,Carmona,ESP,DF,19.0,0.3,12,7,5,1,0,0,0,0,0,0,0,0,4,6,2,2,5,1,4,0,6,0,0,3,1
ESP-La Liga,2122,Sevilla,Diego Carlos,BRA,DF,28.0,32.9,2141,2094,47,42,2,183,117,1,0,0,0,0,1658,115,368,312,1698,78,5,7,1892,7,33,27,8
ESP-La Liga,2122,Sevilla,Fernando,BRA,"MF,DF",34.0,20.6,1248,1210,38,34,0,121,66,2,0,0,0,0,971,116,161,99,1052,63,4,5,1121,4,18,22,14
ESP-La Liga,2122,Sevilla,Gonzalo Montiel,ARG,DF,24.0,11.8,704,601,103,8,1,82,9,28,0,0,0,0,408,156,140,42,529,28,95,2,547,4,16,24,30
ESP-La Liga,2122,Sevilla,Ivan Rakitić,CRO,MF,33.0,24.2,1652,1491,161,90,3,172,114,30,52,3,40,1,1165,167,320,183,1353,63,18,9,1396,4,32,36,38
ESP-La Liga,2122,Sevilla,Iván Romero,ESP,FW,20.0,2.0,37,33,4,1,0,6,0,0,0,0,0,0,30,5,2,3,31,2,0,1,30,0,1,0,3
ESP-La Liga,2122,Sevilla,Javier Díaz,ESP,GK,24.0,1.0,33,27,6,3,0,2,1,0,0,0,0,0,21,1,11,2,28,0,0,2,28,0,1,0,0
ESP-La Liga,2122,Sevilla,Jesús Corona,MEX,"FW,DF",28.0,12.9,612,565,47,4,2,110,21,45,11,0,9,0,424,80,108,181,376,13,32,0,476,2,7,20,22
ESP-La Liga,2122,Sevilla,Jesús Navas,ESP,DF,35.0,19.8,1418,1207,211,18,0,159,54,87,2,0,2,0,793,301,324,82,1095,41,191,4,1102,4,20,49,46
ESP-La Liga,2122,Sevilla,Joan Jordán,ESP,MF,27.0,27.9,1842,1779,63,53,1,272,94,20,5,0,3,0,1388,195,259,243,1494,77,5,8,1617,6,18,43,25
ESP-La Liga,2122,Sevilla,Juan Sánchez,ESP,MF,17.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,0,0,2,0,0,0,0
ESP-La Liga,2122,Sevilla,Jules Koundé,FRA,DF,22.0,30.4,2124,2034,90,55,1,213,73,11,0,0,0,0,1639,189,296,217,1717,108,34,1,1903,3,25,38,16
ESP-La Liga,2122,Sevilla,Karim Rekik,NED,DF,26.0,12.2,757,715,42,5,1,65,8,5,0,0,0,0,627,69,61,554,118,31,37,1,693,2,7,7,6
ESP-La Liga,2122,Sevilla,Lucas Ocampos,ARG,FW,27.0,23.6,861,790,71,5,0,139,38,59,1,0,0,0,568,119,174,86,661,23,65,9,660,7,18,39,27
ESP-La Liga,2122,Sevilla,Ludwig Augustinsson,SWE,DF,27.0,8.8,560,445,115,13,0,34,26,21,19,0,16,0,335,98,127,391,57,15,83,5,452,2,11,8,14
ESP-La Liga,2122,Sevilla,Luismi,ESP,FW,20.0,0.1,9,8,1,0,0,2,0,0,0,0,0,0,6,3,0,6,2,0,1,0,6,0,0,1,1
ESP-La Liga,2122,Sevilla,Marcos Acuña,ARG,DF,29.0,25.1,1971,1640,331,60,3,167,106,124,40,0,30,1,1157,310,504,1468,193,47,231,5,1564,6,29,64,41
ESP-La Liga,2122,Sevilla,Marko Dmitrović,SRB,GK,29.0,6.0,224,181,43,10,0,14,8,0,0,0,0,0,155,8,61,138,55,0,0,25,187,0,8,1,0
ESP-La Liga,2122,Sevilla,Munir El Haddadi,MAR,"FW,MF",25.0,5.3,137,136,1,0,0,26,5,6,0,0,0,0,97,18,22,103,18,7,1,1,106,1,2,6,6
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,11.6,669,647,22,18,0,76,20,1,0,0,0,0,545,51,73,21,587,33,4,3,601,1,10,7,7
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38.0,15066,13233,1833,519,13,2208,472,409,158,64,58,6,9246,2038,3782,4254,8555,775,743,229,11450,48,365,444,394
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,1.4,50,48,2,0,0,9,1,0,0,0,0,0,35,8,7,4,42,1,2,0,40,1,0,3,1
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,19.8,975,928,47,17,2,148,48,38,16,0,14,0,711,99,165,137,778,27,14,9,839,3,20,24,12
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,0.1,14,14,0,0,1,0,2,0,0,0,0,0,13,0,1,12,2,0,0,0,14,0,0,0,0
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,20.1,352,313,39,1,0,100,2,9,0,0,0,0,195,79,78,40,212,37,1,12,242,0,7,13,12
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38.0,22140,20246,1894,530,25,2692,961,555,175,10,125,4,15422,2548,4170,6372,13379,805,845,242,18459,70,382,536,395
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,4.3,186,176,10,2,0,35,9,10,5,2,0,0,129,27,30,157,18,4,3,1,142,1,8,8,6
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,17.2,801,785,16,12,1,163,26,11,0,0,0,0,514,105,182,565,131,45,4,6,632,4,25,25,15
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31.0,1072,771,301,61,0,89,41,0,0,0,0,0,626,33,413,694,202,0,0,110,811,2,43,10,1
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,14.2,183,168,15,0,2,57,7,4,0,0,0,0,101,46,36,121,12,22,0,4,126,1,4,7,6
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,11.3,479,464,15,5,3,101,9,11,7,4,0,1,385,55,39,406,52,10,2,2,409,2,3,18,14
