,,,,Nation,Pos,Age,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
ESP-La Liga,2122,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",24.0,18.6,0,1,0,14,31,5,46,16,14,0,0,0,99,30,39,43.5
ESP-La Liga,2122,Real Sociedad,Naïs Djouahra,FRA,"FW,MF",21.0,2.4,0,0,0,3,4,1,11,2,2,0,0,0,20,2,1,66.7
ESP-La Liga,2122,Real Sociedad,Opponent Total,,,27.7,38.0,95,2,2,581,523,86,448,554,448,5,10,0,3119,702,842,45.5
ESP-La Liga,2122,Real Sociedad,Portu,ESP,"FW,MF",29.0,17.7,5,0,0,20,26,11,37,11,11,1,0,0,84,18,43,29.5
ESP-La Liga,2122,Real Sociedad,Rafinha,BRA,"MF,FW",28.0,11.7,3,0,0,23,46,0,11,22,27,0,0,0,126,17,22,43.6
ESP-La Liga,2122,Real Sociedad,Roberto Navarro,ESP,"MF,FW",19.0,2.2,0,0,0,3,2,1,2,1,4,0,0,0,14,4,9,30.8
ESP-La Liga,2122,Real Sociedad,Robin Le Normand,FRA,DF,24.0,37.0,6,0,0,41,22,2,0,59,27,0,0,0,345,143,53,73.0
ESP-La Liga,2122,Real Sociedad,Squad Total,,,25.7,38.0,77,4,1,546,551,76,409,479,403,8,6,0,3178,842,702,54.5
ESP-La Liga,2122,Real Sociedad,Álex Remiro,ESP,GK,26.0,35.0,1,0,0,0,4,0,0,0,0,0,0,0,166,0,0,
ESP-La Liga,2122,Sevilla,Anthony Martial,FRA,"FW,MF",25.0,5.4,1,0,0,6,12,0,7,3,4,0,0,0,14,2,9,18.2
ESP-La Liga,2122,Sevilla,Carmona,ESP,DF,19.0,0.3,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,0.0
ESP-La Liga,2122,Sevilla,Diego Carlos,BRA,DF,28.0,32.9,4,1,1,36,19,1,1,52,38,0,2,0,278,86,40,68.3
ESP-La Liga,2122,Sevilla,Fernando,BRA,"MF,DF",34.0,20.6,6,0,0,19,13,1,2,42,23,0,0,0,212,42,45,48.3
ESP-La Liga,2122,Sevilla,Gonzalo Montiel,ARG,DF,24.0,11.8,7,0,0,12,13,4,28,15,4,0,0,0,103,12,8,60.0
ESP-La Liga,2122,Sevilla,Ivan Rakitić,CRO,MF,33.0,24.2,5,0,0,42,45,0,30,26,27,0,0,0,226,36,39,48.0
ESP-La Liga,2122,Sevilla,Iván Romero,ESP,FW,20.0,2.0,0,0,0,4,7,1,0,3,1,0,0,0,6,0,12,0.0
ESP-La Liga,2122,Sevilla,Javier Díaz,ESP,GK,24.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
ESP-La Liga,2122,Sevilla,Jesús Corona,MEX,"FW,DF",28.0,12.9,2,0,0,13,29,7,45,13,7,0,0,0,88,12,15,44.4
ESP-La Liga,2122,Sevilla,Jesús Navas,ESP,DF,35.0,19.8,4,0,0,5,13,1,87,25,6,0,0,0,141,12,30,28.6
ESP-La Liga,2122,Sevilla,Joan Jordán,ESP,MF,27.0,27.9,9,0,0,68,35,1,20,43,47,0,0,0,257,18,24,42.9
ESP-La Liga,2122,Sevilla,Juan Sánchez,ESP,MF,17.0,0.1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,
ESP-La Liga,2122,Sevilla,Jules Koundé,FRA,DF,22.0,30.4,2,2,0,22,28,2,11,55,22,1,0,0,327,91,50,64.5
ESP-La Liga,2122,Sevilla,Karim Rekik,NED,DF,26.0,12.2,2,0,0,18,9,1,5,15,13,0,0,0,89,28,19,59.6
ESP-La Liga,2122,Sevilla,Lucas Ocampos,ARG,FW,27.0,23.6,7,0,0,47,46,3,59,28,27,0,1,0,120,31,33,48.4
ESP-La Liga,2122,Sevilla,Ludwig Augustinsson,SWE,DF,27.0,8.8,3,0,0,16,11,0,21,9,13,0,0,0,62,18,10,64.3
ESP-La Liga,2122,Sevilla,Luismi,ESP,FW,20.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
ESP-La Liga,2122,Sevilla,Marcos Acuña,ARG,DF,29.0,25.1,10,0,0,41,54,0,124,31,39,0,1,0,223,33,37,47.1
ESP-La Liga,2122,Sevilla,Marko Dmitrović,SRB,GK,29.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,
ESP-La Liga,2122,Sevilla,Munir El Haddadi,MAR,"FW,MF",25.0,5.3,3,0,0,10,13,3,6,8,3,0,0,0,34,11,16,40.7
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,11.6,5,0,0,18,12,0,1,18,16,0,0,0,120,36,14,72.0
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38.0,98,4,2,556,510,53,409,554,373,1,2,2,2880,638,685,48.2
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,1.4,1,0,0,4,4,2,0,4,1,1,0,0,5,1,1,50.0
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,19.8,4,0,0,26,51,1,38,18,17,0,0,0,116,12,27,30.8
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,20.1,6,0,0,33,21,23,9,4,7,0,0,0,71,71,69,50.7
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38.0,97,4,2,531,523,80,555,470,395,3,4,0,3068,685,638,51.8
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,4.3,0,0,0,1,8,2,10,1,2,0,0,0,16,3,3,50.0
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,17.2,4,1,1,26,26,1,11,21,24,0,0,0,174,68,34,66.7
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31.0,2,0,0,0,4,0,0,0,0,0,0,0,123,0,1,0.0
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,14.2,1,0,0,11,11,18,4,5,5,1,0,0,38,46,57,44.7
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,11.3,5,0,0,22,14,5,11,11,28,0,0,0,71,9,17,34.6
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,11.2,2,0,0,23,17,2,18,9,11,0,0,0,92,4,21,16.0
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,4.6,1,0,0,6,6,1,7,9,9,0,0,0,22,3,6,33.3
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,8.4,3,0,0,15,21,7,26,6,7,0,0,0,64,3,9,25.0
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,27.5,4,0,0,31,51,2,49,18,19,0,0,0,186,20,30,40.0
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,2.4,1,0,0,4,0,0,0,5,3,0,0,0,14,2,3,40.0
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,3.6,1,0,0,11,3,0,6,9,11,0,0,0,31,2,2,50.0
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,17.6,6,0,0,37,19,0,19,16,22,0,0,0,173,27,23,54.0
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,6.3,1,0,0,16,8,4,18,13,5,1,0,0,52,4,16,20.0
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,26.0,11,0,0,46,42,1,35,53,26,1,1,0,222,25,29,46.3
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,4.5,2,0,0,4,0,0,0,6,2,0,1,0,43,5,9,35.7
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,17.7,2,0,0,12,12,1,0,67,12,0,0,0,167,40,22,64.5
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18.0,2,0,0,0,2,0,0,0,0,0,0,0,78,0,0,
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,29.0,3,0,0,39,88,5,70,19,20,1,0,0,155,17,40,29.8
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,20.4,3,1,1,32,47,7,8,8,20,2,0,0,112,48,86,35.8
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,26.2,11,2,1,67,61,2,4,50,35,0,0,1,272,57,49,53.8
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,12.4,3,0,0,32,14,1,37,13,17,0,0,0,85,8,17,32.0
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,9.1,9,1,1,21,29,0,4,13,17,0,0,0,90,21,19,52.5
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,0.8,2,0,0,3,4,0,3,2,1,0,0,0,8,1,2,33.3
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,16.2,1,0,0,0,1,0,0,0,0,0,0,0,71,0,0,
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,3.8,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,9.0,0,0,0,13,10,0,16,15,21,0,0,0,81,19,21,47.5
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,0.9,0,0,0,2,1,0,0,0,1,0,0,0,14,0,0,
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,20.8,8,2,1,35,23,4,62,39,12,1,1,0,138,15,27,35.7
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,2.0,1,0,0,9,6,0,0,4,1,0,0,0,18,5,6,45.5
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,1.1,3,0,0,6,2,1,3,0,2,0,0,0,7,3,6,33.3
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,10.8,3,0,0,23,26,4,4,10,7,1,0,0,54,40,55,42.1
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,33.3
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,21.7,7,1,1,55,66,10,18,4,6,1,0,0,73,88,87,50.3
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,21.6,11,0,0,30,16,1,3,57,32,0,1,2,210,44,31,58.7
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,26.7,15,0,0,49,7,0,2,70,45,0,2,0,284,95,41,69.9
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38.0,133,7,4,653,693,97,456,412,427,5,9,3,3308,726,678,51.7
ESP-La Liga,2122,Valencia,Ruben Lendinez,ESP,DF,18.0,1.5,2,0,0,3,0,0,0,10,5,0,0,0,6,2,0,100.0
ESP-La Liga,2122,Valencia,Rubén Sobrino,ESP,MF,29.0,0.2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,100.0
ESP-La Liga,2122,Valencia,Squad Total,,,24.8,38.0,134,8,6,710,640,52,473,587,420,8,7,3,3146,678,726,48.3
ESP-La Liga,2122,Valencia,Thierry Correia,POR,DF,22.0,15.7,5,0,0,35,34,0,38,35,31,0,0,0,138,22,18,55.0
ESP-La Liga,2122,Valencia,Toni Lato,ESP,"DF,MF",23.0,6.6,5,0,0,13,8,1,17,11,6,0,0,0,77,10,20,33.3
ESP-La Liga,2122,Valencia,Uroš Račić,SRB,MF,23.0,13.4,3,1,1,35,23,1,6,20,25,0,0,0,131,34,30,53.1
ESP-La Liga,2122,Valencia,Yunus Musah,USA,"MF,FW",18.0,14.0,5,0,0,29,16,0,25,14,9,0,1,0,69,19,26,42.2
ESP-La Liga,2122,Villarreal,Alberto Moreno,ESP,"MF,DF",29.0,13.6,3,0,0,27,22,6,32,36,12,0,2,0,90,8,17,32.0
ESP-La Liga,2122,Villarreal,Alfonso Pedraza,ESP,DF,25.0,18.9,2,0,0,36,28,2,88,55,18,0,0,0,131,12,19,38.7
ESP-La Liga,2122,Villarreal,Arnaut Groeneveld,NED,FW,24.0,16.4,1,0,0,3,19,17,33,2,3,0,0,0,67,2,14,12.5
ESP-La Liga,2122,Villarreal,Aïssa Mandi,ALG,DF,29.0,15.3,3,0,0,14,5,1,0,17,6,0,0,1,108,36,19,65.5
ESP-La Liga,2122,Villarreal,Boulaye Dia,SEN,FW,24.0,14.1,3,0,0,23,19,7,7,8,9,0,0,0,40,32,39,45.1
ESP-La Liga,2122,Villarreal,Carlo,ESP,MF,20.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ESP-La Liga,2122,Villarreal,Dani Raba,ESP,"MF,FW",25.0,1.0,1,0,0,4,5,1,3,2,1,0,0,0,7,2,1,66.7
ESP-La Liga,2122,Villarreal,Daniel Parejo,ESP,MF,32.0,30.0,3,0,0,24,71,0,42,34,33,0,0,0,264,24,27,47.1
ESP-La Liga,2122,Villarreal,Francis Coquelin,FRA,MF,30.0,9.2,3,0,0,22,21,0,2,16,14,0,0,0,80,17,13,56.7
ESP-La Liga,2122,Villarreal,Gerard Moreno,ESP,FW,29.0,13.2,2,0,0,14,20,8,13,7,4,1,0,0,49,30,25,54.5
ESP-La Liga,2122,Villarreal,Gerónimo Rulli,ARG,GK,29.0,32.0,2,0,0,0,6,0,0,0,0,0,0,0,151,0,0,
ESP-La Liga,2122,Villarreal,Giovani Lo Celso,ARG,"MF,FW",25.0,11.0,3,0,0,21,48,3,7,7,14,0,0,0,82,6,7,46.2
ESP-La Liga,2122,Villarreal,Juan Foyth,ARG,DF,23.0,21.4,6,1,1,44,29,0,10,34,46,0,1,0,168,48,22,68.6
ESP-La Liga,2122,Villarreal,Manu Trigueros,ESP,"MF,FW",29.0,24.2,3,0,0,59,50,0,14,12,26,1,0,0,162,23,37,38.3
ESP-La Liga,2122,Villarreal,Mario Gaspar,ESP,DF,30.0,6.9,1,0,0,9,2,0,8,9,10,0,0,0,46,14,8,63.6
ESP-La Liga,2122,Villarreal,Moi Gómez,ESP,"MF,FW",27.0,14.3,2,0,0,25,17,1,19,16,10,0,0,0,88,11,17,39.3
ESP-La Liga,2122,Villarreal,Nicolas Jackson,SEN,FW,20.0,1.8,1,0,0,2,6,1,4,2,1,1,0,0,7,11,6,64.7
ESP-La Liga,2122,Villarreal,Nikita Iosifov,RUS,MF,20.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
ESP-La Liga,2122,Villarreal,Opponent Total,,,27.6,38.0,98,3,2,564,524,123,503,626,433,5,5,1,2812,514,606,45.9
ESP-La Liga,2122,Villarreal,Paco Alcácer,ESP,FW,27.0,8.7,1,0,0,7,7,8,2,4,3,0,0,0,28,15,25,37.5
ESP-La Liga,2122,Villarreal,Pau Torres,ESP,DF,24.0,31.7,5,0,0,19,17,0,2,44,14,0,0,0,283,75,42,64.1
ESP-La Liga,2122,Villarreal,Pervis Estupiñán,ECU,DF,23.0,17.5,3,0,0,27,12,11,63,48,20,0,1,0,163,29,24,54.7
ESP-La Liga,2122,Villarreal,Raúl Albiol,ESP,DF,35.0,27.4,8,0,0,20,13,2,0,37,15,0,0,0,244,53,28,65.4
ESP-La Liga,2122,Villarreal,Rubén Peña,ESP,"MF,FW",30.0,1.5,1,0,0,9,4,0,4,6,2,0,0,0,11,3,5,37.5
ESP-La Liga,2122,Villarreal,Samuel Chukwueze,NGA,"MF,FW",22.0,14.8,4,0,0,13,20,12,34,15,7,0,0,0,77,10,23,30.3
ESP-La Liga,2122,Villarreal,Serge Aurier,CIV,DF,28.0,11.2,4,0,0,16,6,1,22,23,14,0,1,0,113,25,14,64.1
ESP-La Liga,2122,Villarreal,Sergio Asenjo,ESP,GK,32.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0,
ESP-La Liga,2122,Villarreal,Squad Total,,,28.0,38.0,81,1,1,539,543,91,435,503,338,3,5,1,2930,606,514,54.1
ESP-La Liga,2122,Villarreal,Vicente Iborra,ESP,MF,33.0,11.5,4,0,0,21,11,0,0,14,9,0,0,0,121,38,20,65.5
ESP-La Liga,2122,Villarreal,Yeremi Pino,ESP,"MF,FW",18.0,18.6,2,0,0,31,35,10,21,19,13,0,0,0,94,20,29,40.8
ESP-La Liga,2122,Villarreal,Étienne Capoue,FRA,MF,33.0,25.4,9,0,0,49,50,0,4,36,34,0,0,0,223,62,33,65.3
