,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
426,Mislav Oršić,hr  CRO,MF,Southampton,30-044,1992,1,7,7,0.4,0.1,0,,0,1,7,1,0.00,0,0,0,0.00,+1.00,0.2,0.0,+0.2,+2.22,+2.61
427,Stefan Ortega,de  GER,GK,Manchester City,30-097,1992,0,,,,,0,,0,0,,21,,,,,,,,,,,
428,Dango Ouattara,bf  BFA,MF,Bournemouth,21-000,2002,2,180,90,9.5,2.0,2,90,2,0,,0,0.50,1,2,-1,-0.50,+0.71,2.6,4.1,-1.5,-0.77,+0.14
429,Alex Oxlade-Chamberlain,eng  ENG,"FW,MF",Liverpool,29-180,1993,8,314,39,17.4,3.5,4,69,0,4,10,3,1.50,5,6,-1,-0.29,-0.71,7.0,5.7,+1.3,+0.38,+0.08
430,David Ozoh,,FW,Crystal Palace,17-256,2005,1,1,1,0.1,0.0,0,,0,1,1,3,1.00,0,0,0,0.00,+0.48,0.0,0.0,0.0,0.00,+0.48
431,João Palhinha,pt  POR,MF,Fulham,27-217,1995,21,1865,89,94.2,20.7,21,89,18,0,,0,1.52,30,26,+4,+0.19,+1.76,27.3,33.3,-6.1,-0.29,+0.96
432,Cole Palmer,eng  ENG,"FW,MF",Manchester City,20-281,2002,9,119,13,6.3,1.3,0,,0,9,13,9,3.00,2,2,0,0.00,-1.63,2.3,2.4,-0.1,-0.10,-1.41
433,Emerson Palmieri,it  ITA,"DF,MF",West Ham,28-192,1994,10,457,46,24.2,5.1,6,71,2,4,8,8,1.50,5,6,-1,-0.20,+0.24,6.7,4.1,+2.6,+0.51,+0.46
434,Lucas Paquetá,br  BRA,MF,West Ham,25-168,1997,14,1071,77,56.7,11.9,13,81,3,1,24,0,0.93,13,16,-3,-0.25,+0.30,14.9,12.5,+2.4,+0.20,+0.10
435,Stefan Parkes,eng  ENG,DF,Fulham,18-320,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
436,Thomas Partey,gh  GHA,MF,Arsenal,29-243,1993,17,1449,85,80.5,16.1,17,85,12,0,,0,2.59,40,10,+30,+1.86,+2.38,31.3,15.0,+16.2,+1.01,+0.16
437,Nathan Patterson,sct  SCO,"DF,MF",Everton,21-118,2001,13,988,76,52.3,11.0,11,86,9,2,24,0,0.69,7,17,-10,-0.91,-0.71,10.9,18.1,-7.2,-0.66,-0.15
438,Lewis Payne,eng  ENG,DF,Southampton,18-257,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
439,Ben Pearson,eng  ENG,MF,Bournemouth,28-038,1995,7,286,41,15.1,3.2,3,69,1,4,20,7,1.00,1,10,-9,-2.83,-1.99,1.3,5.8,-4.6,-1.43,-0.63
440,Facundo Pellistri,uy  URU,FW,Manchester Utd,21-053,2001,1,32,32,1.6,0.4,0,,0,1,32,9,1.00,2,0,+2,+5.63,+5.35,0.9,0.1,+0.8,+2.26,+1.92
441,Nicolas Pépé,ci  CIV,"FW,MF",Arsenal,27-258,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,
442,Andreas Pereira,br  BRA,MF,Fulham,27-041,1996,22,1815,83,91.7,20.2,22,83,5,0,,0,1.45,31,25,+6,+0.30,+2.48,26.7,30.8,-4.2,-0.21,+1.72
443,Ayoze Pérez,es  ESP,"MF,FW",Leicester City,29-197,1993,8,382,48,20.2,4.2,3,75,1,5,32,10,0.75,4,5,-1,-0.24,0.00,5.7,5.6,+0.2,+0.04,+0.55
444,Ivan Perišić,hr  CRO,"DF,MF",Tottenham,34-009,1989,22,1346,61,68.0,15.0,15,81,6,7,18,0,1.77,27,20,+7,+0.47,+0.04,21.1,18.3,+2.8,+0.19,-0.14
445,Sonny Perkins,eng  ENG,FW,Leeds United,19-001,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
446,Romain Perraud,fr  FRA,DF,Southampton,25-142,1997,19,1106,58,58.5,12.3,13,77,6,6,17,0,0.58,7,25,-18,-1.46,-1.12,11.8,18.3,-6.5,-0.52,-0.36
447,Máximo Perrone,ar  ARG,MF,Manchester City,20-035,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
448,Kalvin Phillips,eng  ENG,MF,Manchester City,27-071,1995,3,21,7,1.1,0.2,0,,0,3,7,7,3.00,0,0,0,0.00,-1.54,0.5,0.4,+0.1,+0.22,-1.01
449,Killian Phillips,ie  IRL,DF,Crystal Palace,20-318,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
450,Nathaniel Phillips,eng  ENG,DF,Liverpool,25-327,1997,2,66,33,3.7,0.7,1,62,0,1,4,13,2.00,1,1,0,0.00,-0.31,2.0,0.5,+1.5,+2.06,+1.82
451,Jordan Pickford,eng  ENG,GK,Everton,28-341,1994,20,1800,90,95.2,20.0,20,90,20,0,,0,0.75,15,28,-13,-0.65,-1.65,21.7,33.3,-11.6,-0.58,+0.09
452,Ethan Pinnock,jm  JAM,DF,Brentford,29-258,1993,13,1170,90,61.9,13.0,13,90,13,0,,0,1.77,20,16,+4,+0.31,-0.07,18.2,16.7,+1.4,+0.11,-0.11
453,Cameron Plain,eng  ENG,GK,Bournemouth,20-075,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
454,Luke Plange,eng  ENG,FW,Crystal Palace,20-099,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
455,Daniel Podence,pt  POR,"FW,MF",Wolves,27-113,1995,21,1312,62,69.4,14.6,16,77,8,5,16,0,0.95,10,23,-13,-0.89,-0.58,16.1,18.3,-2.2,-0.15,+1.02
456,Euan Pollock,eng  ENG,FW,Bournemouth,20-131,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
457,Nick Pope,eng  ENG,GK,Newcastle Utd,30-298,1992,21,1890,90,100.0,21.0,21,90,21,0,,0,1.90,34,12,+22,+1.05,,33.8,18.7,+15.1,+0.72,
458,Pedro Porro,es  ESP,"DF,MF",Tottenham,23-151,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
459,Dennis Praet,be  BEL,MF,Leicester City,28-273,1994,11,363,33,19.2,4.0,4,43,0,7,27,7,1.55,7,6,+1,+0.25,+0.60,4.5,8.0,-3.6,-0.88,-0.59
460,Isaac Price,nir  NIR,MF,Everton,19-138,2003,1,33,33,1.7,0.4,0,,0,1,33,2,0.00,1,0,+1,+2.73,+3.36,1.0,0.4,+0.6,+1.61,+2.23
461,Christian Pulisic,us  USA,"FW,DF",Chelsea,24-146,1998,16,609,38,32.2,6.8,6,66,0,10,21,1,1.38,8,8,0,0.00,-0.07,8.3,8.4,-0.1,-0.01,+0.11
462,Calvin Ramsay,sct  SCO,DF,Liverpool,19-195,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
463,Aaron Ramsdale,eng  ENG,GK,Arsenal,24-273,1998,20,1800,90,100.0,20.0,20,90,20,0,,0,2.50,45,17,+28,+1.40,,38.2,18.6,+19.6,+0.98,
464,Jacob Ramsey,eng  ENG,MF,Aston Villa,21-259,2001,18,1236,69,65.4,13.7,15,77,5,3,25,0,1.33,17,20,-3,-0.22,+0.19,16.0,18.8,-2.8,-0.21,-0.20
465,Darren Randolph,ie  IRL,GK,West Ham,35-275,1987,0,,,,,0,,0,0,,8,,,,,,,,,,,
466,Marcus Rashford,eng  ENG,FW,Manchester Utd,25-103,1997,22,1795,82,90.7,19.9,20,87,13,2,32,0,1.95,32,25,+7,+0.35,-0.14,29.9,22.2,+7.7,+0.38,+0.09
467,David Raya,es  ESP,GK,Brentford,27-149,1995,21,1890,90,100.0,21.0,21,90,21,0,,0,1.57,35,28,+7,+0.33,,29.5,26.3,+3.2,+0.15,
468,Tim Ream,us  USA,DF,Fulham,35-129,1987,22,1977,90,99.8,22.0,22,90,21,0,,0,1.45,32,30,+2,+0.09,+0.09,29.0,36.8,-7.8,-0.35,-3.19
469,Nathan Redmond,eng  ENG,DF,Southampton,28-342,1994,1,1,1,0.1,0.0,0,,0,1,1,0,0.00,0,0,0,0.00,+1.00,0.0,0.0,0.0,-1.89,-1.52
470,Harrison Reed,eng  ENG,MF,Fulham,28-015,1995,21,1725,82,87.1,19.2,21,82,11,0,,0,1.52,27,27,0,0.00,-0.71,24.6,32.7,-8.2,-0.43,-0.60
471,Bobby Reid,jm  JAM,"FW,DF",Fulham,30-009,1993,21,1733,83,87.5,19.3,21,83,9,0,,0,1.52,28,27,+1,+0.05,-0.31,24.6,32.2,-7.6,-0.39,-0.37
472,Declan Rice,eng  ENG,MF,West Ham,24-028,1999,21,1890,90,100.0,21.0,21,90,21,0,,0,0.90,18,26,-8,-0.38,,26.6,23.3,+3.3,+0.16,
473,Chris Richards,us  USA,DF,Crystal Palace,22-320,2000,7,348,50,18.4,3.9,3,90,3,4,20,6,0.86,2,8,-6,-1.55,-1.32,2.7,9.0,-6.3,-1.63,-1.42
474,Richarlison,br  BRA,"MF,FW",Tottenham,25-277,1997,13,487,37,24.6,5.4,5,67,1,8,19,1,2.00,11,10,+1,+0.18,-0.36,9.9,8.6,+1.3,+0.23,0.00
475,Jaïro Riedewald,nl  NED,"DF,FW",Crystal Palace,26-155,1996,4,49,12,2.6,0.5,0,,0,4,12,12,1.75,0,0,0,0.00,+0.49,0.3,0.9,-0.6,-1.12,-0.66
476,Matt Ritchie,sct  SCO,FW,Newcastle Utd,33-154,1989,2,4,2,0.2,0.0,0,,0,2,2,11,2.00,0,0,0,0.00,-1.05,0.2,0.0,+0.2,+3.77,+3.06
477,Andrew Robertson,sct  SCO,DF,Liverpool,28-337,1994,18,1322,73,73.4,14.7,15,82,8,3,29,0,1.56,25,20,+5,+0.34,+0.15,26.9,20.5,+6.4,+0.44,+0.47
478,Antonee Robinson,us  USA,DF,Fulham,25-187,1997,19,1648,87,83.2,18.3,19,87,18,0,,0,1.53,27,21,+6,+0.33,+1.41,26.0,27.3,-1.3,-0.07,+1.66
479,Joel Robles,es  ESP,GK,Leeds United,32-239,1990,0,,,,,0,,0,0,,10,,,,,,,,,,,
480,Marc Roca,es  ESP,MF,Leeds United,26-077,1996,20,1461,73,77.3,16.2,19,75,4,1,45,0,0.90,20,30,-10,-0.62,-1.04,19.4,25.2,-5.7,-0.35,-0.51
481,Marek Rodák,sk  SVK,GK,Fulham,26-060,1996,2,180,90,9.1,2.0,2,90,2,0,,20,1.00,2,2,0,0.00,-0.10,2.7,2.1,+0.6,+0.30,+0.71
482,Kaden Rodney,eng  ENG,MF,Crystal Palace,18-127,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
483,Rodri,es  ESP,MF,Manchester City,26-234,1996,20,1733,87,91.7,19.3,20,87,15,0,,0,2.10,45,18,+27,+1.40,-1.46,37.7,14.6,+23.1,+1.20,-0.26
484,Rodrigo,es  ESP,"FW,MF",Leeds United,31-342,1991,18,1296,72,68.6,14.4,17,74,5,1,45,0,1.00,18,24,-6,-0.42,-0.11,18.8,22.2,-3.4,-0.24,-0.01
485,Mads Roerslev,dk  DEN,DF,Brentford,23-232,1999,13,843,65,44.6,9.4,9,85,8,4,20,8,2.00,17,9,+8,+0.85,+0.94,12.8,12.7,+0.1,+0.01,-0.26
486,Cristian Romero,ar  ARG,DF,Tottenham,24-290,1998,14,1194,85,60.3,13.3,13,89,11,1,32,0,1.79,23,17,+6,+0.45,-0.01,18.1,16.1,+2.1,+0.16,-0.19
487,Oriol Romeu,es  ESP,MF,Southampton,31-140,1991,1,74,74,3.9,0.8,1,74,0,0,,3,0.00,1,4,-3,-3.65,-2.76,0.3,1.4,-1.1,-1.31,-0.97
488,Cristiano Ronaldo,pt  POR,FW,Manchester Utd,38-006,1985,10,525,53,26.5,5.8,4,85,3,6,31,2,1.90,6,8,-2,-0.34,-0.96,6.0,5.8,+0.2,+0.03,-0.47
489,Connor Ronan,ie  IRL,MF,Wolves,24-342,1998,1,1,1,0.1,0.0,0,,0,1,1,10,0.00,0,0,0,0.00,+0.71,0.1,0.0,+0.1,+8.16,+8.63
490,Salomón Rondón,ve  VEN,FW,Everton,33-148,1989,7,109,16,5.8,1.2,1,56,0,6,9,3,1.14,1,2,-1,-0.83,-0.27,1.8,2.8,-1.0,-0.81,-0.24
491,Joe Rothwell,eng  ENG,"MF,DF",Bournemouth,28-031,1995,7,157,22,8.3,1.7,1,74,0,6,14,5,0.14,1,2,-1,-0.57,+0.62,2.2,3.0,-0.8,-0.48,+0.46
492,Georginio Rutter,fr  FRA,FW,Leeds United,20-297,2002,2,52,26,2.8,0.6,0,,0,2,26,1,0.50,0,1,-1,-1.73,-1.39,0.1,0.9,-0.8,-1.43,-1.23
493,José Sá,pt  POR,GK,Wolves,30-025,1993,21,1890,90,100.0,21.0,21,90,21,0,,0,0.95,15,30,-15,-0.71,,20.9,30.7,-9.8,-0.47,
494,Marcel Sabitzer,at  AUT,MF,Manchester Utd,28-331,1994,2,91,46,4.6,1.0,1,81,0,1,10,0,2.00,2,2,0,0.00,-0.38,1.7,0.8,+0.9,+0.90,+0.55
495,Dominic Sadi,eng  ENG,MF,Bournemouth,19-162,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
496,Allan Saint-Maximin,fr  FRA,FW,Newcastle Utd,25-336,1997,13,552,42,29.2,6.1,5,82,1,8,18,1,1.92,11,6,+5,+0.82,-0.33,8.7,6.6,+2.0,+0.33,-0.54
497,Bukayo Saka,eng  ENG,FW,Arsenal,21-159,2001,20,1711,86,95.1,19.0,20,86,12,0,,0,2.50,41,17,+24,+1.26,-2.78,36.0,17.8,+18.1,+0.95,-0.48
498,Mohamed Salah,eg  EGY,FW,Liverpool,30-241,1992,20,1776,89,98.7,19.7,20,89,17,0,,0,1.45,34,27,+7,+0.35,+4.10,34.5,28.1,+6.4,+0.32,+1.04
499,William Saliba,fr  FRA,DF,Arsenal,21-324,2001,20,1785,89,99.2,19.8,20,89,19,0,,0,2.50,44,17,+27,+1.36,-4.64,37.9,18.6,+19.3,+0.97,-0.71
500,Mohammed Salisu,gh  GHA,DF,Southampton,23-300,1999,20,1799,90,95.2,20.0,20,90,19,0,,1,0.75,16,36,-20,-1.00,-0.01,18.6,25.5,-6.9,-0.34,+0.67
501,Davinson Sánchez,co  COL,DF,Tottenham,26-244,1996,12,558,47,28.2,6.2,6,77,3,6,16,10,1.92,12,8,+4,+0.65,+0.27,9.7,7.2,+2.5,+0.40,+0.23
502,Robert Sánchez,es  ESP,GK,Brighton,25-085,1997,20,1800,90,100.0,20.0,20,90,20,0,,0,1.70,38,27,+11,+0.55,,31.3,25.1,+6.2,+0.31,
503,Jadon Sancho,eng  ENG,FW,Manchester Utd,22-323,2000,11,746,68,37.7,8.3,10,71,1,1,32,3,1.64,12,12,0,0.00,-0.58,10.9,10.9,-0.1,-0.01,-0.61
504,Morgan Sanson,fr  FRA,MF,Aston Villa,28-177,1994,2,11,6,0.6,0.1,0,,0,2,6,11,3.00,0,1,-1,-8.18,-7.94,0.0,0.4,-0.4,-3.44,-3.33
505,Pablo Sarabia,es  ESP,FW,Wolves,30-276,1992,2,104,52,5.5,1.2,1,59,0,1,45,0,1.50,2,2,0,0.00,+0.76,1.5,3.0,-1.4,-1.24,-0.82
506,Matija Šarkić,me  MNE,GK,Wolves,25-203,1997,0,,,,,0,,0,0,,20,,,,,,,,,,,
507,Jeremy Sarmiento,ec  ECU,MF,Brighton,20-240,2002,7,165,24,9.2,1.8,1,61,0,6,17,8,2.14,8,2,+6,+3.27,+3.00,3.6,2.4,+1.1,+0.62,+0.34
508,Christian Saydee,lr  LBR,FW,Bournemouth,20-277,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,
509,Gianluca Scamacca,it  ITA,FW,West Ham,24-041,1999,16,926,58,49.0,10.3,11,73,3,5,24,0,0.88,9,12,-3,-0.29,+0.18,13.4,11.4,+2.0,+0.19,+0.08
510,Gustavo Scarpa,br  BRA,MF,Nott'ham Forest,29-037,1994,3,105,35,5.6,1.2,1,54,0,2,26,1,2.33,1,0,+1,+0.86,+1.82,1.9,1.6,+0.4,+0.30,+0.71
511,Kevin Schade,de  GER,"FW,MF",Brentford,21-076,2001,2,26,13,1.4,0.3,0,,0,2,13,1,3.00,1,0,+1,+3.46,+3.17,0.6,0.1,+0.5,+1.63,+1.50
512,Fabian Schär,ch  SUI,DF,Newcastle Utd,31-053,1991,20,1783,89,94.3,19.8,20,89,17,0,,1,2.00,33,9,+24,+1.21,+2.89,32.6,16.5,+16.1,+0.81,+1.67
513,Jeffrey Schlupp,gh  GHA,MF,Crystal Palace,30-050,1992,21,1560,74,82.5,17.3,18,83,9,3,22,0,1.14,18,23,-5,-0.29,+1.08,16.8,23.4,-6.6,-0.38,+0.55
514,Kristian Sekularac,eng  ENG,MF,Fulham,19-066,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
515,Nélson Semedo,pt  POR,DF,Wolves,29-087,1993,19,1189,63,62.9,13.2,14,80,9,5,15,1,0.89,12,18,-6,-0.45,+0.70,11.6,22.3,-10.7,-0.81,-0.93
516,Antoine Semenyo,gh  GHA,FW,Bournemouth,23-035,2000,1,90,90,4.8,1.0,1,90,1,0,,0,0.00,0,1,-1,-1.00,+0.15,1.1,2.2,-1.1,-1.07,-0.18
517,Marcos Senesi,ar  ARG,DF,Bournemouth,25-277,1997,17,1376,81,72.8,15.3,16,85,12,1,11,3,0.53,13,35,-22,-1.44,-1.09,12.7,26.6,-14.0,-0.91,-0.04
518,Ryan Sessegnon,eng  ENG,DF,Tottenham,22-269,2000,17,813,48,41.1,9.0,9,75,3,8,17,4,1.65,17,15,+2,+0.22,-0.40,13.5,10.8,+2.7,+0.30,+0.11
519,Luke Shaw,eng  ENG,DF,Manchester Utd,27-214,1995,18,1503,84,75.9,16.7,17,86,14,1,45,3,1.72,29,22,+7,+0.42,+0.23,27.0,18.0,+9.0,+0.54,+0.67
520,Jonjo Shelvey,eng  ENG,MF,Newcastle Utd,30-349,1992,3,37,12,2.0,0.4,0,,0,3,12,3,3.00,1,1,0,0.00,-1.07,0.5,0.6,-0.1,-0.28,-1.02
521,Shola Shoretire,eng  ENG,MF,Manchester Utd,19-009,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,
522,Bernardo Silva,pt  POR,"MF,FW",Manchester City,28-185,1994,20,1410,71,74.6,15.7,16,84,10,4,16,1,2.10,38,17,+21,+1.34,-0.72,28.1,14.4,+13.7,+0.88,-1.37
523,Thiago Silva,br  BRA,DF,Chelsea,38-142,1984,19,1704,90,90.2,18.9,18,90,18,1,84,1,1.37,19,21,-2,-0.11,-1.56,22.4,24.6,-2.2,-0.12,-0.30
524,Ellis Simms,eng  ENG,FW,Everton,22-037,2001,2,17,9,0.9,0.2,0,,0,2,9,2,0.00,1,0,+1,+5.29,+5.92,0.9,0.1,+0.8,+4.48,+5.12
525,Viljami Sinisalo,fi  FIN,GK,Aston Villa,21-123,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,
526,Luis Sinisterra,co  COL,FW,Leeds United,23-239,1999,12,537,45,28.4,6.0,8,57,0,4,20,0,0.67,4,10,-6,-1.01,-0.87,7.7,5.6,+2.1,+0.36,+0.83
527,Oliver Skipp,eng  ENG,MF,Tottenham,22-148,2000,8,198,25,10.0,2.2,3,58,0,5,5,9,1.50,3,3,0,0.00,-0.51,2.4,2.4,0.0,+0.01,-0.25
528,Adam Smith,eng  ENG,DF,Bournemouth,31-288,1991,20,1727,86,91.4,19.2,20,86,18,0,,0,0.85,19,36,-17,-0.89,+2.98,15.6,31.5,-15.9,-0.83,+0.86
529,Jordan Smith,eng  ENG,GK,Nott'ham Forest,28-065,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,
530,Matthew Smith,eng  ENG,MF,Arsenal,22-129,2000,0,,,,,0,,0,0,,3,,,,,,,,,,,
531,Emile Smith Rowe,eng  ENG,"MF,FW",Arsenal,22-198,2000,5,52,10,2.9,0.6,0,,0,5,10,2,2.40,0,1,-1,-1.73,-3.22,0.8,0.6,+0.2,+0.26,-0.74
532,Cédric Soares,pt  POR,DF,Arsenal,31-164,1991,2,29,15,1.6,0.3,0,,0,2,15,10,3.00,1,0,+1,+3.10,+1.73,0.5,0.0,+0.4,+1.27,+0.30
533,Dominic Solanke,eng  ENG,"FW,MF",Bournemouth,25-150,1997,16,1341,84,71.0,14.9,15,86,8,1,45,0,1.00,18,24,-6,-0.40,+2.55,12.4,23.1,-10.6,-0.71,+0.65
534,Manor Solomon,il  ISR,FW,Fulham,23-202,1999,4,60,15,3.0,0.7,0,,0,4,15,2,1.25,1,1,0,0.00,-0.09,0.9,1.2,-0.3,-0.44,-0.09
535,Tomáš Souček,cz  CZE,MF,West Ham,27-349,1995,21,1578,75,83.5,17.5,18,85,14,3,15,0,0.90,15,21,-6,-0.34,+0.23,21.7,19.2,+2.5,+0.14,-0.08
536,Boubakary Soumaré,fr  FRA,MF,Leicester City,23-349,1999,14,836,60,44.2,9.3,12,65,2,2,26,0,1.14,11,14,-3,-0.32,-0.15,9.7,17.2,-7.5,-0.81,-0.72
537,Lino Sousa,eng  ENG,DF,Arsenal,18-023,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
538,Harry Souttar,au  AUS,DF,Leicester City,24-112,1998,1,90,90,4.8,1.0,1,90,1,0,,0,3.00,4,2,+2,+2.00,+2.35,2.6,1.7,+0.9,+0.88,+1.35
539,Çağlar Söyüncü,tr  TUR,DF,Leicester City,26-264,1996,2,79,40,4.2,0.9,1,71,0,1,8,12,1.50,0,1,-1,-1.14,-0.94,0.2,1.2,-1.1,-1.23,-0.86
540,Djed Spence,eng  ENG,"FW,DF",Tottenham,22-186,2000,4,7,2,0.4,0.1,0,,0,4,2,8,1.50,0,0,0,0.00,-0.46,0.3,0.5,-0.2,-2.40,-2.64
541,Jack Stacey,eng  ENG,DF,Bournemouth,26-311,1996,9,297,33,15.7,3.3,3,75,2,6,12,11,0.89,0,10,-10,-3.03,-2.24,0.9,6.1,-5.1,-1.55,-0.77
542,Junior Stanislas,eng  ENG,MF,Bournemouth,33-077,1989,4,61,15,3.2,0.7,0,,0,4,15,5,0.75,0,1,-1,-1.48,-0.34,0.4,0.7,-0.3,-0.48,+0.44
543,Jay Stansfield,eng  ENG,FW,Fulham,20-079,2002,3,87,29,4.4,1.0,1,76,0,2,6,2,1.33,2,2,0,0.00,-0.10,2.2,1.8,+0.4,+0.44,+0.83
544,Jason Steele,eng  ENG,GK,Brighton,32-177,1990,0,,,,,0,,0,0,,20,,,,,,,,,,,
545,Raheem Sterling,eng  ENG,"FW,MF",Chelsea,28-065,1994,16,1144,72,60.5,12.7,14,77,5,2,30,1,1.44,16,14,+2,+0.16,+0.28,14.9,16.1,-1.1,-0.09,0.00
546,Finley Stevens,wls  WAL,DF,Brentford,19-307,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
547,John Stones,eng  ENG,DF,Manchester City,28-259,1994,14,1181,84,62.5,13.1,13,89,12,1,27,2,2.36,33,13,+20,+1.52,0.00,28.3,8.7,+19.6,+1.49,+0.72
548,Thomas Strakosha,al  ALB,GK,Brentford,27-329,1995,0,,,,,0,,0,0,,10,,,,,,,,,,,
549,Pascal Struijk,nl  NED,DF,Leeds United,23-184,1999,20,1677,84,88.7,18.6,20,84,16,0,,0,0.95,25,32,-7,-0.38,+0.05,24.8,28.9,-4.1,-0.22,+0.14
550,Kamaldeen Sulemana,gh  GHA,MF,Southampton,20-361,2002,1,45,45,2.4,0.5,0,,0,1,45,0,0.00,0,1,-1,-2.00,-1.02,0.5,0.6,-0.1,-0.21,+0.18
551,Crysencio Summerville,nl  NED,FW,Leeds United,21-104,2001,14,673,48,35.6,7.5,5,84,3,9,28,5,0.93,13,19,-6,-0.80,-0.65,10.1,11.9,-1.8,-0.24,-0.01
552,Sam Surridge,eng  ENG,FW,Nott'ham Forest,24-198,1998,14,264,19,14.0,2.9,1,62,0,13,16,6,1.36,5,2,+3,+1.02,+2.19,5.2,3.9,+1.3,+0.45,+0.96
553,Japhet Tanganga,eng  ENG,DF,Tottenham,23-317,1999,1,66,66,3.3,0.7,1,66,0,0,,15,1.00,1,2,-1,-1.36,-1.88,0.3,1.8,-1.5,-2.02,-2.33
554,Matt Targett,eng  ENG,DF,Newcastle Utd,27-146,1995,10,426,43,22.5,4.7,4,87,3,6,13,4,1.90,6,4,+2,+0.42,-0.81,8.0,4.3,+3.7,+0.77,+0.07
555,James Tarkowski,eng  ENG,DF,Everton,30-084,1992,21,1890,90,100.0,21.0,21,90,21,0,,0,0.86,16,28,-12,-0.57,,22.1,34.4,-12.3,-0.59,
556,Marcus Tavernier,eng  ENG,"MF,FW",Bournemouth,23-326,1999,15,1283,86,67.9,14.3,15,86,9,0,,0,1.07,18,31,-13,-0.91,+0.72,11.2,23.3,-12.1,-0.85,+0.17
557,Dale Taylor,nir  NIR,FW,Nott'ham Forest,19-061,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
558,Lyle Taylor,ms  MSR,FW,Nott'ham Forest,32-319,1990,0,,,,,0,,0,0,,2,,,,,,,,,,,
559,Tetê,br  BRA,FW,Leicester City,22-361,2000,1,82,82,4.3,0.9,1,82,0,0,,0,3.00,4,2,+2,+2.20,+2.54,2.5,1.5,+1.0,+1.15,+1.62
560,Kenny Tete,nl  NED,DF,Fulham,27-125,1995,16,1327,83,67.0,14.7,15,87,11,1,15,0,1.56,20,16,+4,+0.27,+0.55,18.1,22.6,-4.5,-0.30,+0.14
561,Luke Thomas,eng  ENG,DF,Leicester City,21-246,2001,10,691,69,36.6,7.7,8,85,6,2,7,11,1.00,7,15,-8,-1.04,-1.27,8.7,14.3,-5.5,-0.72,-0.49
562,Youri Tielemans,be  BEL,MF,Leicester City,25-280,1997,21,1647,78,87.1,18.3,19,84,11,2,29,0,1.00,28,33,-5,-0.27,-0.27,22.3,29.6,-7.3,-0.40,+0.05
563,Kieran Tierney,sct  SCO,DF,Arsenal,25-251,1997,15,469,31,26.1,5.2,4,78,2,11,14,5,2.87,11,5,+6,+1.15,-0.34,8.6,4.2,+4.4,+0.85,-0.18
564,Harry Toffolo,eng  ENG,DF,Nott'ham Forest,27-176,1995,10,613,61,32.4,6.8,6,90,5,4,19,4,0.90,3,9,-6,-0.88,-0.04,5.9,11.9,-6.0,-0.89,-0.76
565,Takehiro Tomiyasu,jp  JPN,DF,Arsenal,24-098,1998,16,512,32,28.4,5.7,4,83,3,12,15,0,2.38,14,7,+7,+1.23,-0.24,10.3,6.0,+4.4,+0.77,-0.29
566,James Tomkins,eng  ENG,DF,Crystal Palace,33-319,1989,3,157,52,8.3,1.7,1,56,0,2,51,10,0.00,0,3,-3,-1.72,-1.36,0.7,2.4,-1.7,-1.00,-0.57
567,Ivan Toney,eng  ENG,FW,Brentford,26-332,1996,19,1700,89,89.9,18.9,19,89,17,0,,0,1.53,30,25,+5,+0.26,-0.68,26.2,22.8,+3.4,+0.18,+0.25
568,Adama Traoré,es  ESP,"FW,MF",Wolves,27-017,1996,18,855,48,45.2,9.5,7,74,2,11,31,1,1.06,5,16,-11,-1.16,-0.81,10.2,16.9,-6.7,-0.70,-0.43
569,Boubacar Traoré,ml  MLI,MF,Wolves,21-175,2001,8,384,48,20.3,4.3,4,82,2,4,15,1,0.50,4,7,-3,-0.70,+0.01,3.0,6.3,-3.3,-0.78,-0.39
