,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Def Pen_Touches,Def 3rd_Touches,Mid 3rd_Touches,Att 3rd_Touches,Att Pen_Touches,Live_Touches,Att_Take-Ons,Succ_Take-Ons,Succ%_Take-Ons,Tkld_Take-Ons,Tkld%_Take-Ons,Carries_Carries,TotDist_Carries,PrgDist_Carries,PrgC_Carries,1/3_Carries,CPA_Carries,Mis_Carries,Dis_Carries,Rec_Receiving,PrgR_Receiving
472,Matías Viña,uy  URU,MF,Bournemouth,25-094,1997,0.1,2,0,1,1,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,1,0
473,Rúben Vinagre,pt  POR,"DF,MF",Everton,23-308,1999,0.3,31,1,7,16,9,0,31,3,1,33.3,0,0.0,15,98,52,2,1,0,1,1,17,1
474,Carlos Vinícius,br  BRA,FW,Fulham,27-323,1995,4.8,139,7,9,52,80,20,139,6,0,0.0,5,83.3,75,303,83,2,4,2,19,8,96,17
475,Theo Walcott,eng  ENG,"FW,MF",Southampton,33-332,1989,1.5,50,0,6,19,27,3,50,2,0,0.0,2,100.0,25,163,130,3,2,2,4,2,28,9
476,Kyle Walker,eng  ENG,DF,Manchester City,32-259,1990,8.8,883,19,176,565,146,6,883,5,4,80.0,1,20.0,512,2475,1406,22,15,0,3,2,710,19
477,Kyle Walker-Peters,eng  ENG,DF,Southampton,25-304,1997,15.6,866,38,225,362,294,27,866,48,19,39.6,21,43.8,443,3108,1630,55,40,10,20,32,464,63
478,Aaron Wan-Bissaka,eng  ENG,DF,Manchester Utd,25-077,1997,6.8,404,27,127,165,114,13,404,11,5,45.5,6,54.5,202,1050,563,16,10,2,8,5,224,23
479,Danny Ward,wls  WAL,GK,Leicester City,29-234,1993,21.0,820,665,816,5,0,0,820,0,0,,0,,452,2388,1441,0,0,0,0,0,385,0
480,Joel Ward,eng  ENG,DF,Crystal Palace,33-105,1989,14.4,810,81,341,325,148,11,810,6,4,66.7,1,16.7,327,1239,582,7,9,0,12,5,412,23
481,James Ward-Prowse,eng  ENG,MF,Southampton,28-102,1994,21.0,1384,44,242,737,409,16,1383,10,4,40.0,6,60.0,631,2401,1081,13,15,0,19,15,800,30
482,Ollie Watkins,eng  ENG,FW,Aston Villa,27-043,1995,18.1,531,18,47,220,272,87,531,32,8,25.0,17,53.1,295,1510,666,26,19,14,53,31,396,100
483,Adam Webster,eng  ENG,DF,Brighton,28-038,1995,13.0,1013,92,454,487,77,15,1013,6,1,16.7,4,66.7,623,2985,1729,12,12,0,7,2,686,5
484,Wout Weghorst,nl  NED,FW,Manchester Utd,30-188,1992,3.0,89,6,14,45,31,9,89,2,0,0.0,2,100.0,44,101,20,0,2,0,3,6,61,16
485,Danny Welbeck,eng  ENG,FW,Brighton,32-077,1990,12.7,374,12,22,126,230,66,374,22,11,50.0,10,45.5,223,971,413,15,7,5,44,11,289,76
486,Ben White,eng  ENG,DF,Arsenal,25-126,1997,17.7,1321,47,291,713,324,18,1321,16,5,31.3,9,56.3,731,3422,1923,37,29,0,18,5,877,46
487,Harvey White,eng  ENG,MF,Tottenham,21-145,2001,0.1,8,0,0,4,4,0,8,0,0,,0,,5,11,4,0,0,0,0,0,5,1
488,Neco Williams,wls  WAL,DF,Nott'ham Forest,21-304,2001,13.5,814,56,311,292,229,16,814,32,13,40.6,17,53.1,399,2569,1472,34,23,3,20,15,380,52
489,Willian,br  BRA,FW,Fulham,34-186,1988,12.6,591,4,74,210,319,40,591,31,18,58.1,9,29.0,390,2815,1446,52,42,15,25,13,424,73
490,Joe Willock,eng  ENG,MF,Newcastle Utd,23-175,1999,17.4,841,33,139,364,351,69,841,50,14,28.0,28,56.0,481,3115,1646,56,30,21,43,18,562,86
491,Callum Wilson,eng  ENG,FW,Newcastle Utd,30-349,1992,12.5,275,5,15,101,159,72,274,10,3,30.0,4,40.0,164,868,465,20,9,9,41,21,217,75
492,Harry Wilson,wls  WAL,FW,Fulham,25-326,1997,3.9,195,6,32,69,95,12,195,5,4,80.0,1,20.0,122,711,233,7,6,4,7,6,141,32
493,Yoane Wissa,cd  COD,FW,Brentford,26-161,1996,10.2,316,11,43,124,156,33,316,25,11,44.0,9,36.0,190,928,388,12,6,4,28,19,202,62
494,Maximilian Wöber,at  AUT,DF,Leeds United,25-007,1998,3.3,244,18,93,131,21,5,244,0,0,,0,,134,848,620,5,3,0,0,0,141,1
495,Joe Worrall,eng  ENG,DF,Nott'ham Forest,26-032,1997,13.0,782,102,440,300,43,10,782,2,2,100.0,0,0.0,382,1641,890,3,3,0,3,4,466,0
496,Granit Xhaka,ch  SUI,MF,Arsenal,30-137,1992,19.0,1114,52,185,531,403,67,1114,12,6,50.0,5,41.7,646,2410,1195,22,25,5,18,18,817,105
497,Ryan Yates,eng  ENG,MF,Nott'ham Forest,25-082,1997,15.5,632,49,182,339,117,31,632,6,3,50.0,2,33.3,247,1047,474,8,3,2,16,15,310,20
498,Ashley Young,eng  ENG,DF,Aston Villa,37-217,1985,13.2,871,48,308,418,158,4,871,11,5,45.5,5,45.5,416,1723,821,16,14,3,8,3,457,28
499,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,30-093,1992,18.5,751,10,80,294,389,91,749,91,32,35.2,48,52.7,527,3401,1431,54,31,37,75,70,589,171
500,Denis Zakaria,ch  SUI,MF,Chelsea,26-083,1996,3.2,160,7,48,82,34,2,160,6,4,66.7,2,33.3,103,478,219,6,2,2,2,7,119,2
501,Jordan Zemura,zw  ZIM,DF,Bournemouth,23-089,1999,12.5,635,39,226,241,176,28,635,27,10,37.0,15,55.6,303,1917,972,32,23,8,24,14,333,37
502,Oleksandr Zinchenko,ua  UKR,DF,Arsenal,26-058,1996,11.0,945,27,182,510,261,15,945,5,4,80.0,1,20.0,548,3148,1594,27,20,3,11,11,617,30
503,Hakim Ziyech,ma  MAR,"FW,MF",Chelsea,29-329,1993,5.4,366,7,54,142,173,10,366,24,10,41.7,12,50.0,225,1036,438,12,11,3,5,12,259,51
504,Kurt Zouma,fr  FRA,DF,West Ham,28-107,1994,14.2,735,164,465,254,18,14,735,2,0,0.0,2,100.0,387,1709,815,1,1,0,4,0,463,1
505,Martin Ødegaard,no  NOR,MF,Arsenal,24-056,1998,17.7,996,14,99,423,486,71,996,39,22,56.4,14,35.9,574,3167,1458,48,30,16,22,26,711,82
