,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Playing Time,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success
552,Nacho Vidal,es  ESP,DF,Valencia,21,1995,0,,,,,0,,0,0,,1,,,,,,
553,Jonathan Viera,es  ESP,MF,Las Palmas,26,1989,31,2570,83,75.1,28.6,30,,20,1,,0,1.06,43,52,-9,-0.32,+0.96
554,Luciano Vietto,ar  ARG,FW,Sevilla,22,1993,21,1309,62,38.3,14.5,14,,8,7,,9,1.71,25,18,+7,+0.48,-0.07
555,Carlos Vigaray,es  ESP,DF,Alavés,21,1994,19,954,50,27.9,10.6,10,,8,9,,13,1.68,18,22,-4,-0.38,-0.45
556,Asier Villalibre,es  ESP,FW,Athletic Club,18,1997,6,83,14,2.4,0.9,0,,0,6,,2,1.67,3,0,+3,+3.25,+3.06
557,Mikel Villanueva,ve  VEN,DF,Málaga,23,1993,15,1263,84,36.9,14.0,14,,13,1,,8,0.87,21,30,-9,-0.64,-0.77
558,Iván Villar,es  ESP,GK,Celta Vigo,19,1997,1,90,90,2.6,1.0,1,,1,0,,23,0.00,1,3,-2,-2.00,-1.62
559,Vitolo,es  ESP,"MF,FW",Sevilla,26,1989,30,2332,78,68.2,25.9,25,,20,5,,0,1.87,47,30,+17,+0.66,+0.41
560,Šime Vrsaljko,hr  CRO,DF,Atlético Madrid,24,1992,15,958,64,28.0,10.6,11,,9,4,,10,2.36,20,7,+13,+1.22,+0.12
561,Nikola Vujadinović,me  MNE,DF,Osasuna,30,1986,10,786,79,23.0,8.7,10,,8,0,,3,0.50,6,25,-19,-2.18,-0.98
562,Wakaso,gh  GHA,"MF,FW",Granada,26,1990,11,863,78,25.2,9.6,10,,6,1,,0,0.64,9,19,-10,-1.04,+0.44
563,Daniel Wass,dk  DEN,MF,Celta Vigo,27,1989,32,2367,74,69.2,26.3,29,,12,3,,0,1.19,42,45,-3,-0.11,+1.00
564,Óscar Whalley,es  ESP,GK,Sporting Gijón,22,1994,0,,,,,0,,0,0,,4,,,,,,
565,Iñaki Williams,es  ESP,"MF,FW",Athletic Club,22,1994,38,2733,72,79.9,30.4,31,,14,7,,0,1.66,44,32,+12,+0.40,+0.66
566,Rubén Yáñez,es  ESP,GK,Real Madrid,22,1993,0,,,,,0,,0,0,,9,,,,,,
567,Yoel,es  ESP,GK,Eibar,27,1988,25,2124,85,62.1,23.6,22,,21,3,,12,1.48,34,32,+2,+0.08,-0.12
568,Joseba Zaldúa,es  ESP,DF,Real Sociedad,24,1992,14,1101,79,32.2,12.2,12,,8,2,,10,1.57,13,19,-6,-0.49,-0.96
569,Simone Zaza,it  ITA,FW,Valencia,25,1991,20,1379,69,40.3,15.3,15,,11,5,,0,1.50,22,21,+1,+0.07,+0.51
570,Roman Zozulya,ua  UKR,FW,Betis,26,1989,6,159,27,4.6,1.8,1,,0,5,,5,0.83,2,2,0,0.00,+0.63
571,Igor Zubeldia,es  ESP,MF,Real Sociedad,19,1997,4,254,64,7.4,2.8,3,,2,1,,5,0.75,3,4,-1,-0.35,-0.55
572,David Zurutuza,es  ESP,MF,Real Sociedad,30,1986,31,2487,80,72.7,27.6,29,,19,2,,1,1.90,49,34,+15,+0.54,+1.41
